entry_id,category,ro,en,meaning,rank,source,notes
d2000_3920,common_phrases,rezumă spațiu de nume linux,summarize linux namespace,rezumă spațiu de nume linux / summarize linux namespace,3920,template_4000_summarize,
d2000_3921,questions,cum folosesc spațiu de nume linux?,how do I use linux namespace?,cum folosesc spațiu de nume linux? / how do I use linux namespace?,3921,template_4000_use_question,
d2000_3922,requests,verifică spațiu de nume linux,check linux namespace,verifică spațiu de nume linux / check linux namespace,3922,template_4000_check,
d2000_3923,common_phrases,explică cgroup,explain cgroup,explică cgroup / explain cgroup,3923,template_4000_explain,
d2000_3924,common_phrases,rezumă cgroup,summarize cgroup,rezumă cgroup / summarize cgroup,3924,template_4000_summarize,
d2000_3925,questions,cum folosesc cgroup?,how do I use cgroup?,cum folosesc cgroup? / how do I use cgroup?,3925,template_4000_use_question,
d2000_3926,requests,verifică cgroup,check cgroup,verifică cgroup / check cgroup,3926,template_4000_check,
d2000_3927,common_phrases,explică obiectiv,explain objective,explică obiectiv / explain objective,3927,template_4000_explain,
d2000_3928,common_phrases,rezumă obiectiv,summarize objective,rezumă obiectiv / summarize objective,3928,template_4000_summarize,
d2000_3929,questions,cum folosesc obiectiv?,how do I use objective?,cum folosesc obiectiv? / how do I use objective?,3929,template_4000_use_question,
d2000_3930,requests,verifică obiectiv,check objective,verifică obiectiv / check objective,3930,template_4000_check,
d2000_3931,common_phrases,explică jalon,explain milestone,explică jalon / explain milestone,3931,template_4000_explain,
d2000_3932,common_phrases,rezumă jalon,summarize milestone,rezumă jalon / summarize milestone,3932,template_4000_summarize,
d2000_3933,questions,cum folosesc jalon?,how do I use milestone?,cum folosesc jalon? / how do I use milestone?,3933,template_4000_use_question,
d2000_3934,requests,verifică jalon,check milestone,verifică jalon / check milestone,3934,template_4000_check,
d2000_3935,common_phrases,explică livrabil,explain deliverable,explică livrabil / explain deliverable,3935,template_4000_explain,
d2000_3936,common_phrases,rezumă livrabil,summarize deliverable,rezumă livrabil / summarize deliverable,3936,template_4000_summarize,
d2000_3937,questions,cum folosesc livrabil?,how do I use deliverable?,cum folosesc livrabil? / how do I use deliverable?,3937,template_4000_use_question,
d2000_3938,requests,verifică livrabil,check deliverable,verifică livrabil / check deliverable,3938,template_4000_check,
d2000_3939,common_phrases,explică sarcină blocată,explain blocked task,explică sarcină blocată / explain blocked task,3939,template_4000_explain,
d2000_3940,common_phrases,rezumă sarcină blocată,summarize blocked task,rezumă sarcină blocată / summarize blocked task,3940,template_4000_summarize,
d2000_3941,questions,cum folosesc sarcină blocată?,how do I use blocked task?,cum folosesc sarcină blocată? / how do I use blocked task?,3941,template_4000_use_question,
d2000_3942,requests,verifică sarcină blocată,check blocked task,verifică sarcină blocată / check blocked task,3942,template_4000_check,
d2000_3943,common_phrases,explică dependință de proiect,explain project dependency,explică dependință de proiect / explain project dependency,3943,template_4000_explain,
d2000_3944,common_phrases,rezumă dependință de proiect,summarize project dependency,rezumă dependință de proiect / summarize project dependency,3944,template_4000_summarize,
d2000_3945,questions,cum folosesc dependință de proiect?,how do I use project dependency?,cum folosesc dependință de proiect? / how do I use project dependency?,3945,template_4000_use_question,
d2000_3946,requests,verifică dependință de proiect,check project dependency,verifică dependință de proiect / check project dependency,3946,template_4000_check,
d2000_3947,common_phrases,explică risc,explain risk,explică risc / explain risk,3947,template_4000_explain,
d2000_3948,common_phrases,rezumă risc,summarize risk,rezumă risc / summarize risk,3948,template_4000_summarize,
d2000_3949,questions,cum folosesc risc?,how do I use risk?,cum folosesc risc? / how do I use risk?,3949,template_4000_use_question,
d2000_3950,requests,verifică risc,check risk,verifică risc / check risk,3950,template_4000_check,
d2000_3951,common_phrases,explică mitigare,explain mitigation,explică mitigare / explain mitigation,3951,template_4000_explain,
d2000_3952,common_phrases,rezumă mitigare,summarize mitigation,rezumă mitigare / summarize mitigation,3952,template_4000_summarize,
d2000_3953,questions,cum folosesc mitigare?,how do I use mitigation?,cum folosesc mitigare? / how do I use mitigation?,3953,template_4000_use_question,
d2000_3954,requests,verifică mitigare,check mitigation,verifică mitigare / check mitigation,3954,template_4000_check,
d2000_3955,common_phrases,explică prioritate,explain priority,explică prioritate / explain priority,3955,template_4000_explain,
d2000_3956,common_phrases,rezumă prioritate,summarize priority,rezumă prioritate / summarize priority,3956,template_4000_summarize,
d2000_3957,questions,cum folosesc prioritate?,how do I use priority?,cum folosesc prioritate? / how do I use priority?,3957,template_4000_use_question,
d2000_3958,requests,verifică prioritate,check priority,verifică prioritate / check priority,3958,template_4000_check,
d2000_3959,common_phrases,explică estimare,explain estimate,explică estimare / explain estimate,3959,template_4000_explain,
d2000_3960,common_phrases,rezumă estimare,summarize estimate,rezumă estimare / summarize estimate,3960,template_4000_summarize,
d2000_3961,questions,cum folosesc estimare?,how do I use estimate?,cum folosesc estimare? / how do I use estimate?,3961,template_4000_use_question,
d2000_3962,requests,verifică estimare,check estimate,verifică estimare / check estimate,3962,template_4000_check,
d2000_3963,common_phrases,explică efort,explain effort,explică efort / explain effort,3963,template_4000_explain,
d2000_3964,common_phrases,rezumă efort,summarize effort,rezumă efort / summarize effort,3964,template_4000_summarize,
d2000_3965,questions,cum folosesc efort?,how do I use effort?,cum folosesc efort? / how do I use effort?,3965,template_4000_use_question,
d2000_3966,requests,verifică efort,check effort,verifică efort / check effort,3966,template_4000_check,
d2000_3967,common_phrases,explică termen,explain due date,explică termen / explain due date,3967,template_4000_explain,
d2000_3968,common_phrases,rezumă termen,summarize due date,rezumă termen / summarize due date,3968,template_4000_summarize,
d2000_3969,questions,cum folosesc termen?,how do I use due date?,cum folosesc termen? / how do I use due date?,3969,template_4000_use_question,
d2000_3970,requests,verifică termen,check due date,verifică termen / check due date,3970,template_4000_check,
d2000_3971,common_phrases,explică proprietar,explain owner,explică proprietar / explain owner,3971,template_4000_explain,
d2000_3972,common_phrases,rezumă proprietar,summarize owner,rezumă proprietar / summarize owner,3972,template_4000_summarize,
d2000_3973,questions,cum folosesc proprietar?,how do I use owner?,cum folosesc proprietar? / how do I use owner?,3973,template_4000_use_question,
d2000_3974,requests,verifică proprietar,check owner,verifică proprietar / check owner,3974,template_4000_check,
d2000_3975,common_phrases,explică responsabil,explain responsible person,explică responsabil / explain responsible person,3975,template_4000_explain,
d2000_3976,common_phrases,rezumă responsabil,summarize responsible person,rezumă responsabil / summarize responsible person,3976,template_4000_summarize,
d2000_3977,questions,cum folosesc responsabil?,how do I use responsible person?,cum folosesc responsabil? / how do I use responsible person?,3977,template_4000_use_question,
d2000_3978,requests,verifică responsabil,check responsible person,verifică responsabil / check responsible person,3978,template_4000_check,
d2000_3979,common_phrases,explică parte interesată,explain stakeholder,explică parte interesată / explain stakeholder,3979,template_4000_explain,
d2000_3980,common_phrases,rezumă parte interesată,summarize stakeholder,rezumă parte interesată / summarize stakeholder,3980,template_4000_summarize,
d2000_3981,questions,cum folosesc parte interesată?,how do I use stakeholder?,cum folosesc parte interesată? / how do I use stakeholder?,3981,template_4000_use_question,
d2000_3982,requests,verifică parte interesată,check stakeholder,verifică parte interesată / check stakeholder,3982,template_4000_check,
d2000_3983,common_phrases,explică cerință,explain requirement,explică cerință / explain requirement,3983,template_4000_explain,
d2000_3984,common_phrases,rezumă cerință,summarize requirement,rezumă cerință / summarize requirement,3984,template_4000_summarize,
d2000_3985,questions,cum folosesc cerință?,how do I use requirement?,cum folosesc cerință? / how do I use requirement?,3985,template_4000_use_question,
d2000_3986,requests,verifică cerință,check requirement,verifică cerință / check requirement,3986,template_4000_check,
d2000_3987,common_phrases,explică criteriu de acceptare,explain acceptance criterion,explică criteriu de acceptare / explain acceptance criterion,3987,template_4000_explain,
d2000_3988,common_phrases,rezumă criteriu de acceptare,summarize acceptance criterion,rezumă criteriu de acceptare / summarize acceptance criterion,3988,template_4000_summarize,
d2000_3989,questions,cum folosesc criteriu de acceptare?,how do I use acceptance criterion?,cum folosesc criteriu de acceptare? / how do I use acceptance criterion?,3989,template_4000_use_question,
d2000_3990,requests,verifică criteriu de acceptare,check acceptance criterion,verifică criteriu de acceptare / check acceptance criterion,3990,template_4000_check,
d2000_3991,common_phrases,explică roadmap,explain roadmap,explică roadmap / explain roadmap,3991,template_4000_explain,
d2000_3992,common_phrases,rezumă roadmap,summarize roadmap,rezumă roadmap / summarize roadmap,3992,template_4000_summarize,
d2000_3993,questions,cum folosesc roadmap?,how do I use roadmap?,cum folosesc roadmap? / how do I use roadmap?,3993,template_4000_use_question,
d2000_3994,requests,verifică roadmap,check roadmap,verifică roadmap / check roadmap,3994,template_4000_check,
d2000_3995,common_phrases,explică sprint,explain sprint,explică sprint / explain sprint,3995,template_4000_explain,
d2000_3996,common_phrases,rezumă sprint,summarize sprint,rezumă sprint / summarize sprint,3996,template_4000_summarize,
d2000_3997,questions,cum folosesc sprint?,how do I use sprint?,cum folosesc sprint? / how do I use sprint?,3997,template_4000_use_question,
d2000_3998,requests,verifică sprint,check sprint,verifică sprint / check sprint,3998,template_4000_check,
d2000_3999,common_phrases,explică backlog,explain backlog,explică backlog / explain backlog,3999,template_4000_explain,
d2000_4000,common_phrases,rezumă backlog,summarize backlog,rezumă backlog / summarize backlog,4000,template_4000_summarize,
d2000_4001,questions,cum folosesc backlog?,how do I use backlog?,cum folosesc backlog? / how do I use backlog?,4001,template_4000_use_question,
d2000_4002,requests,verifică backlog,check backlog,verifică backlog / check backlog,4002,template_4000_check,
d2000_4003,common_phrases,explică ticket,explain ticket,explică ticket / explain ticket,4003,template_4000_explain,
d2000_4004,common_phrases,rezumă ticket,summarize ticket,rezumă ticket / summarize ticket,4004,template_4000_summarize,
d2000_4005,questions,cum folosesc ticket?,how do I use ticket?,cum folosesc ticket? / how do I use ticket?,4005,template_4000_use_question,
d2000_4006,requests,verifică ticket,check ticket,verifică ticket / check ticket,4006,template_4000_check,
d2000_4007,common_phrases,explică epic,explain epic,explică epic / explain epic,4007,template_4000_explain,
d2000_4008,common_phrases,rezumă epic,summarize epic,rezumă epic / summarize epic,4008,template_4000_summarize,
d2000_4009,questions,cum folosesc epic?,how do I use epic?,cum folosesc epic? / how do I use epic?,4009,template_4000_use_question,
d2000_4010,requests,verifică epic,check epic,verifică epic / check epic,4010,template_4000_check,
d2000_4011,common_phrases,explică poveste utilizator,explain user story,explică poveste utilizator / explain user story,4011,template_4000_explain,
d2000_4012,common_phrases,rezumă poveste utilizator,summarize user story,rezumă poveste utilizator / summarize user story,4012,template_4000_summarize,
d2000_4013,questions,cum folosesc poveste utilizator?,how do I use user story?,cum folosesc poveste utilizator? / how do I use user story?,4013,template_4000_use_question,
d2000_4014,requests,verifică poveste utilizator,check user story,verifică poveste utilizator / check user story,4014,template_4000_check,
d2000_4015,common_phrases,explică ședință zilnică,explain daily standup,explică ședință zilnică / explain daily standup,4015,template_4000_explain,
d2000_4016,common_phrases,rezumă ședință zilnică,summarize daily standup,rezumă ședință zilnică / summarize daily standup,4016,template_4000_summarize,
d2000_4017,questions,cum folosesc ședință zilnică?,how do I use daily standup?,cum folosesc ședință zilnică? / how do I use daily standup?,4017,template_4000_use_question,
d2000_4018,requests,verifică ședință zilnică,check daily standup,verifică ședință zilnică / check daily standup,4018,template_4000_check,
d2000_4019,common_phrases,explică retro,explain retrospective,explică retro / explain retrospective,4019,template_4000_explain,
d2000_4020,common_phrases,rezumă retro,summarize retrospective,rezumă retro / summarize retrospective,4020,template_4000_summarize,
d2000_4021,questions,cum folosesc retro?,how do I use retrospective?,cum folosesc retro? / how do I use retrospective?,4021,template_4000_use_question,
d2000_4022,requests,verifică retro,check retrospective,verifică retro / check retrospective,4022,template_4000_check,
d2000_4023,common_phrases,explică revizuire sprint,explain sprint review,explică revizuire sprint / explain sprint review,4023,template_4000_explain,
d2000_4024,common_phrases,rezumă revizuire sprint,summarize sprint review,rezumă revizuire sprint / summarize sprint review,4024,template_4000_summarize,
d2000_4025,questions,cum folosesc revizuire sprint?,how do I use sprint review?,cum folosesc revizuire sprint? / how do I use sprint review?,4025,template_4000_use_question,
d2000_4026,requests,verifică revizuire sprint,check sprint review,verifică revizuire sprint / check sprint review,4026,template_4000_check,
d2000_4027,common_phrases,explică notă de decizie,explain decision note,explică notă de decizie / explain decision note,4027,template_4000_explain,
d2000_4028,common_phrases,rezumă notă de decizie,summarize decision note,rezumă notă de decizie / summarize decision note,4028,template_4000_summarize,
d2000_4029,questions,cum folosesc notă de decizie?,how do I use decision note?,cum folosesc notă de decizie? / how do I use decision note?,4029,template_4000_use_question,
d2000_4030,requests,verifică notă de decizie,check decision note,verifică notă de decizie / check decision note,4030,template_4000_check,
d2000_4031,common_phrases,explică schimbare de scop,explain scope change,explică schimbare de scop / explain scope change,4031,template_4000_explain,
d2000_4032,common_phrases,rezumă schimbare de scop,summarize scope change,rezumă schimbare de scop / summarize scope change,4032,template_4000_summarize,
d2000_4033,questions,cum folosesc schimbare de scop?,how do I use scope change?,cum folosesc schimbare de scop? / how do I use scope change?,4033,template_4000_use_question,
d2000_4034,requests,verifică schimbare de scop,check scope change,verifică schimbare de scop / check scope change,4034,template_4000_check,
d2000_4035,common_phrases,explică blocaj,explain blocker,explică blocaj / explain blocker,4035,template_4000_explain,
d2000_4036,common_phrases,rezumă blocaj,summarize blocker,rezumă blocaj / summarize blocker,4036,template_4000_summarize,
d2000_4037,questions,cum folosesc blocaj?,how do I use blocker?,cum folosesc blocaj? / how do I use blocker?,4037,template_4000_use_question,
d2000_4038,requests,verifică blocaj,check blocker,verifică blocaj / check blocker,4038,template_4000_check,
d2000_4039,common_phrases,explică raport de stare,explain status report,explică raport de stare / explain status report,4039,template_4000_explain,
d2000_4040,common_phrases,rezumă raport de stare,summarize status report,rezumă raport de stare / summarize status report,4040,template_4000_summarize,
d2000_4041,questions,cum folosesc raport de stare?,how do I use status report?,cum folosesc raport de stare? / how do I use status report?,4041,template_4000_use_question,
d2000_4042,requests,verifică raport de stare,check status report,verifică raport de stare / check status report,4042,template_4000_check,
d2000_4043,common_phrases,explică indicator cheie,explain key indicator,explică indicator cheie / explain key indicator,4043,template_4000_explain,
d2000_4044,common_phrases,rezumă indicator cheie,summarize key indicator,rezumă indicator cheie / summarize key indicator,4044,template_4000_summarize,
d2000_4045,questions,cum folosesc indicator cheie?,how do I use key indicator?,cum folosesc indicator cheie? / how do I use key indicator?,4045,template_4000_use_question,
d2000_4046,requests,verifică indicator cheie,check key indicator,verifică indicator cheie / check key indicator,4046,template_4000_check,
d2000_4047,common_phrases,explică capacitate,explain capacity,explică capacitate / explain capacity,4047,template_4000_explain,
d2000_4048,common_phrases,rezumă capacitate,summarize capacity,rezumă capacitate / summarize capacity,4048,template_4000_summarize,
d2000_4049,questions,cum folosesc capacitate?,how do I use capacity?,cum folosesc capacitate? / how do I use capacity?,4049,template_4000_use_question,
d2000_4050,requests,verifică capacitate,check capacity,verifică capacitate / check capacity,4050,template_4000_check,
d2000_4051,common_phrases,explică alocare,explain allocation,explică alocare / explain allocation,4051,template_4000_explain,
d2000_4052,common_phrases,rezumă alocare,summarize allocation,rezumă alocare / summarize allocation,4052,template_4000_summarize,
d2000_4053,questions,cum folosesc alocare?,how do I use allocation?,cum folosesc alocare? / how do I use allocation?,4053,template_4000_use_question,
d2000_4054,requests,verifică alocare,check allocation,verifică alocare / check allocation,4054,template_4000_check,
d2000_4055,common_phrases,explică calendar proiect,explain project calendar,explică calendar proiect / explain project calendar,4055,template_4000_explain,
d2000_4056,common_phrases,rezumă calendar proiect,summarize project calendar,rezumă calendar proiect / summarize project calendar,4056,template_4000_summarize,
d2000_4057,questions,cum folosesc calendar proiect?,how do I use project calendar?,cum folosesc calendar proiect? / how do I use project calendar?,4057,template_4000_use_question,
d2000_4058,requests,verifică calendar proiect,check project calendar,verifică calendar proiect / check project calendar,4058,template_4000_check,
d2000_4059,common_phrases,explică flux de lucru,explain workflow,explică flux de lucru / explain workflow,4059,template_4000_explain,
d2000_4060,common_phrases,rezumă flux de lucru,summarize workflow,rezumă flux de lucru / summarize workflow,4060,template_4000_summarize,
d2000_4061,questions,cum folosesc flux de lucru?,how do I use workflow?,cum folosesc flux de lucru? / how do I use workflow?,4061,template_4000_use_question,
d2000_4062,requests,verifică flux de lucru,check workflow,verifică flux de lucru / check workflow,4062,template_4000_check,
d2000_4063,common_phrases,explică aprobare,explain approval,explică aprobare / explain approval,4063,template_4000_explain,
d2000_4064,common_phrases,rezumă aprobare,summarize approval,rezumă aprobare / summarize approval,4064,template_4000_summarize,
d2000_4065,questions,cum folosesc aprobare?,how do I use approval?,cum folosesc aprobare? / how do I use approval?,4065,template_4000_use_question,
d2000_4066,requests,verifică aprobare,check approval,verifică aprobare / check approval,4066,template_4000_check,
d2000_4067,common_phrases,explică escaladare,explain escalation,explică escaladare / explain escalation,4067,template_4000_explain,
d2000_4068,common_phrases,rezumă escaladare,summarize escalation,rezumă escaladare / summarize escalation,4068,template_4000_summarize,
d2000_4069,questions,cum folosesc escaladare?,how do I use escalation?,cum folosesc escaladare? / how do I use escalation?,4069,template_4000_use_question,
d2000_4070,requests,verifică escaladare,check escalation,verifică escaladare / check escalation,4070,template_4000_check,
d2000_4071,common_phrases,explică lecție învățată,explain lesson learned,explică lecție învățată / explain lesson learned,4071,template_4000_explain,
d2000_4072,common_phrases,rezumă lecție învățată,summarize lesson learned,rezumă lecție învățată / summarize lesson learned,4072,template_4000_summarize,
d2000_4073,questions,cum folosesc lecție învățată?,how do I use lesson learned?,cum folosesc lecție învățată? / how do I use lesson learned?,4073,template_4000_use_question,
d2000_4074,requests,verifică lecție învățată,check lesson learned,verifică lecție învățată / check lesson learned,4074,template_4000_check,
d2000_4075,common_phrases,explică ipoteză,explain assumption,explică ipoteză / explain assumption,4075,template_4000_explain,
d2000_4076,common_phrases,rezumă ipoteză,summarize assumption,rezumă ipoteză / summarize assumption,4076,template_4000_summarize,
d2000_4077,questions,cum folosesc ipoteză?,how do I use assumption?,cum folosesc ipoteză? / how do I use assumption?,4077,template_4000_use_question,
d2000_4078,requests,verifică ipoteză,check assumption,verifică ipoteză / check assumption,4078,template_4000_check,
d2000_4079,common_phrases,explică constrângere,explain constraint,explică constrângere / explain constraint,4079,template_4000_explain,
d2000_4080,common_phrases,rezumă constrângere,summarize constraint,rezumă constrângere / summarize constraint,4080,template_4000_summarize,
d2000_4081,questions,cum folosesc constrângere?,how do I use constraint?,cum folosesc constrângere? / how do I use constraint?,4081,template_4000_use_question,
d2000_4082,requests,verifică constrângere,check constraint,verifică constrângere / check constraint,4082,template_4000_check,
d2000_4083,common_phrases,explică decizie deschisă,explain open decision,explică decizie deschisă / explain open decision,4083,template_4000_explain,
d2000_4084,common_phrases,rezumă decizie deschisă,summarize open decision,rezumă decizie deschisă / summarize open decision,4084,template_4000_summarize,
d2000_4085,questions,cum folosesc decizie deschisă?,how do I use open decision?,cum folosesc decizie deschisă? / how do I use open decision?,4085,template_4000_use_question,
d2000_4086,requests,verifică decizie deschisă,check open decision,verifică decizie deschisă / check open decision,4086,template_4000_check,
d2000_4087,common_phrases,explică problemă deschisă,explain open issue,explică problemă deschisă / explain open issue,4087,template_4000_explain,
d2000_4088,common_phrases,rezumă problemă deschisă,summarize open issue,rezumă problemă deschisă / summarize open issue,4088,template_4000_summarize,
d2000_4089,questions,cum folosesc problemă deschisă?,how do I use open issue?,cum folosesc problemă deschisă? / how do I use open issue?,4089,template_4000_use_question,
d2000_4090,requests,verifică problemă deschisă,check open issue,verifică problemă deschisă / check open issue,4090,template_4000_check,
d2000_4091,common_phrases,explică următorul pas,explain next step,explică următorul pas / explain next step,4091,template_4000_explain,
d2000_4092,common_phrases,rezumă următorul pas,summarize next step,rezumă următorul pas / summarize next step,4092,template_4000_summarize,
d2000_4093,questions,cum folosesc următorul pas?,how do I use next step?,cum folosesc următorul pas? / how do I use next step?,4093,template_4000_use_question,
d2000_4094,requests,verifică următorul pas,check next step,verifică următorul pas / check next step,4094,template_4000_check,
d2000_4095,common_phrases,explică plan de lansare,explain release plan,explică plan de lansare / explain release plan,4095,template_4000_explain,
d2000_4096,common_phrases,rezumă plan de lansare,summarize release plan,rezumă plan de lansare / summarize release plan,4096,template_4000_summarize,
d2000_4097,questions,cum folosesc plan de lansare?,how do I use release plan?,cum folosesc plan de lansare? / how do I use release plan?,4097,template_4000_use_question,
d2000_4098,requests,verifică plan de lansare,check release plan,verifică plan de lansare / check release plan,4098,template_4000_check,
d2000_4099,common_phrases,explică notă de lansare,explain release note,explică notă de lansare / explain release note,4099,template_4000_explain,
d2000_4100,common_phrases,rezumă notă de lansare,summarize release note,rezumă notă de lansare / summarize release note,4100,template_4000_summarize,
d2000_4101,questions,cum folosesc notă de lansare?,how do I use release note?,cum folosesc notă de lansare? / how do I use release note?,4101,template_4000_use_question,
d2000_4102,requests,verifică notă de lansare,check release note,verifică notă de lansare / check release note,4102,template_4000_check,
d2000_4103,common_phrases,explică criteriu de succes,explain success criterion,explică criteriu de succes / explain success criterion,4103,template_4000_explain,
d2000_4104,common_phrases,rezumă criteriu de succes,summarize success criterion,rezumă criteriu de succes / summarize success criterion,4104,template_4000_summarize,
d2000_4105,questions,cum folosesc criteriu de succes?,how do I use success criterion?,cum folosesc criteriu de succes? / how do I use success criterion?,4105,template_4000_use_question,
d2000_4106,requests,verifică criteriu de succes,check success criterion,verifică criteriu de succes / check success criterion,4106,template_4000_check,
d2000_4107,project-management terms,prioritizează obiectiv,prioritize objective,prioritizează obiectiv / prioritize objective,4107,template_4000_prioritize,
d2000_4108,project-management terms,blochează obiectiv,block objective,blochează obiectiv / block objective,4108,template_4000_block,
d2000_4109,project-management terms,deblochează obiectiv,unblock objective,deblochează obiectiv / unblock objective,4109,template_4000_unblock,
d2000_4110,project-management terms,prioritizează jalon,prioritize milestone,prioritizează jalon / prioritize milestone,4110,template_4000_prioritize,
d2000_4111,project-management terms,blochează jalon,block milestone,blochează jalon / block milestone,4111,template_4000_block,
d2000_4112,project-management terms,deblochează jalon,unblock milestone,deblochează jalon / unblock milestone,4112,template_4000_unblock,
d2000_4113,project-management terms,prioritizează livrabil,prioritize deliverable,prioritizează livrabil / prioritize deliverable,4113,template_4000_prioritize,
d2000_4114,project-management terms,blochează livrabil,block deliverable,blochează livrabil / block deliverable,4114,template_4000_block,
d2000_4115,project-management terms,deblochează livrabil,unblock deliverable,deblochează livrabil / unblock deliverable,4115,template_4000_unblock,
d2000_4116,project-management terms,prioritizează sarcină blocată,prioritize blocked task,prioritizează sarcină blocată / prioritize blocked task,4116,template_4000_prioritize,
d2000_4117,project-management terms,blochează sarcină blocată,block blocked task,blochează sarcină blocată / block blocked task,4117,template_4000_block,
d2000_4118,project-management terms,deblochează sarcină blocată,unblock blocked task,deblochează sarcină blocată / unblock blocked task,4118,template_4000_unblock,
d2000_4119,project-management terms,prioritizează dependință de proiect,prioritize project dependency,prioritizează dependință de proiect / prioritize project dependency,4119,template_4000_prioritize,
d2000_4120,project-management terms,blochează dependință de proiect,block project dependency,blochează dependință de proiect / block project dependency,4120,template_4000_block,
d2000_4121,project-management terms,deblochează dependință de proiect,unblock project dependency,deblochează dependință de proiect / unblock project dependency,4121,template_4000_unblock,
d2000_4122,project-management terms,prioritizează risc,prioritize risk,prioritizează risc / prioritize risk,4122,template_4000_prioritize,
d2000_4123,project-management terms,blochează risc,block risk,blochează risc / block risk,4123,template_4000_block,
d2000_4124,project-management terms,deblochează risc,unblock risk,deblochează risc / unblock risk,4124,template_4000_unblock,
d2000_4125,project-management terms,prioritizează mitigare,prioritize mitigation,prioritizează mitigare / prioritize mitigation,4125,template_4000_prioritize,
d2000_4126,project-management terms,blochează mitigare,block mitigation,blochează mitigare / block mitigation,4126,template_4000_block,
d2000_4127,project-management terms,deblochează mitigare,unblock mitigation,deblochează mitigare / unblock mitigation,4127,template_4000_unblock,
d2000_4128,project-management terms,prioritizează prioritate,prioritize priority,prioritizează prioritate / prioritize priority,4128,template_4000_prioritize,
d2000_4129,project-management terms,blochează prioritate,block priority,blochează prioritate / block priority,4129,template_4000_block,
d2000_4130,project-management terms,deblochează prioritate,unblock priority,deblochează prioritate / unblock priority,4130,template_4000_unblock,
d2000_4131,project-management terms,prioritizează estimare,prioritize estimate,prioritizează estimare / prioritize estimate,4131,template_4000_prioritize,
d2000_4132,project-management terms,blochează estimare,block estimate,blochează estimare / block estimate,4132,template_4000_block,
d2000_4133,project-management terms,deblochează estimare,unblock estimate,deblochează estimare / unblock estimate,4133,template_4000_unblock,
d2000_4134,project-management terms,prioritizează efort,prioritize effort,prioritizează efort / prioritize effort,4134,template_4000_prioritize,
d2000_4135,project-management terms,blochează efort,block effort,blochează efort / block effort,4135,template_4000_block,
d2000_4136,project-management terms,deblochează efort,unblock effort,deblochează efort / unblock effort,4136,template_4000_unblock,
d2000_4137,project-management terms,prioritizează termen,prioritize due date,prioritizează termen / prioritize due date,4137,template_4000_prioritize,
d2000_4138,project-management terms,blochează termen,block due date,blochează termen / block due date,4138,template_4000_block,
d2000_4139,project-management terms,deblochează termen,unblock due date,deblochează termen / unblock due date,4139,template_4000_unblock,
d2000_4140,project-management terms,prioritizează proprietar,prioritize owner,prioritizează proprietar / prioritize owner,4140,template_4000_prioritize,
d2000_4141,project-management terms,blochează proprietar,block owner,blochează proprietar / block owner,4141,template_4000_block,
d2000_4142,project-management terms,deblochează proprietar,unblock owner,deblochează proprietar / unblock owner,4142,template_4000_unblock,
d2000_4143,project-management terms,prioritizează responsabil,prioritize responsible person,prioritizează responsabil / prioritize responsible person,4143,template_4000_prioritize,
d2000_4144,project-management terms,blochează responsabil,block responsible person,blochează responsabil / block responsible person,4144,template_4000_block,
d2000_4145,project-management terms,deblochează responsabil,unblock responsible person,deblochează responsabil / unblock responsible person,4145,template_4000_unblock,
d2000_4146,project-management terms,prioritizează parte interesată,prioritize stakeholder,prioritizează parte interesată / prioritize stakeholder,4146,template_4000_prioritize,
d2000_4147,project-management terms,blochează parte interesată,block stakeholder,blochează parte interesată / block stakeholder,4147,template_4000_block,
d2000_4148,project-management terms,deblochează parte interesată,unblock stakeholder,deblochează parte interesată / unblock stakeholder,4148,template_4000_unblock,
d2000_4149,project-management terms,prioritizează cerință,prioritize requirement,prioritizează cerință / prioritize requirement,4149,template_4000_prioritize,
d2000_4150,project-management terms,blochează cerință,block requirement,blochează cerință / block requirement,4150,template_4000_block,
d2000_4151,project-management terms,deblochează cerință,unblock requirement,deblochează cerință / unblock requirement,4151,template_4000_unblock,
d2000_4152,project-management terms,prioritizează criteriu de acceptare,prioritize acceptance criterion,prioritizează criteriu de acceptare / prioritize acceptance criterion,4152,template_4000_prioritize,
d2000_4153,project-management terms,blochează criteriu de acceptare,block acceptance criterion,blochează criteriu de acceptare / block acceptance criterion,4153,template_4000_block,
d2000_4154,project-management terms,deblochează criteriu de acceptare,unblock acceptance criterion,deblochează criteriu de acceptare / unblock acceptance criterion,4154,template_4000_unblock,
d2000_4155,project-management terms,prioritizează roadmap,prioritize roadmap,prioritizează roadmap / prioritize roadmap,4155,template_4000_prioritize,
d2000_4156,project-management terms,blochează roadmap,block roadmap,blochează roadmap / block roadmap,4156,template_4000_block,
d2000_4157,project-management terms,deblochează roadmap,unblock roadmap,deblochează roadmap / unblock roadmap,4157,template_4000_unblock,
d2000_4158,project-management terms,prioritizează sprint,prioritize sprint,prioritizează sprint / prioritize sprint,4158,template_4000_prioritize,
d2000_4159,project-management terms,blochează sprint,block sprint,blochează sprint / block sprint,4159,template_4000_block,
d2000_4160,project-management terms,deblochează sprint,unblock sprint,deblochează sprint / unblock sprint,4160,template_4000_unblock,
d2000_4161,project-management terms,prioritizează backlog,prioritize backlog,prioritizează backlog / prioritize backlog,4161,template_4000_prioritize,
d2000_4162,project-management terms,blochează backlog,block backlog,blochează backlog / block backlog,4162,template_4000_block,
