entry_id,category,ro,en,meaning,rank,source,notes
d2000_2565,software/project terms,compilează script,compile script,compilează script / compile script,2565,template_action_software,
d2000_2566,software/project terms,compilează comandă,compile command,compilează comandă / compile command,2566,template_action_software,
d2000_2567,software/project terms,instalează fișier,install file,instalează fișier / install file,2567,template_action_software,
d2000_2568,software/project terms,instalează dosar,install folder,instalează dosar / install folder,2568,template_action_software,
d2000_2569,software/project terms,instalează cale,install path,instalează cale / install path,2569,template_action_software,
d2000_2570,software/project terms,instalează linie,install line,instalează linie / install line,2570,template_action_software,
d2000_2571,software/project terms,instalează coloană,install column,instalează coloană / install column,2571,template_action_software,
d2000_2572,software/project terms,instalează funcție,install function,instalează funcție / install function,2572,template_action_software,
d2000_2573,software/project terms,instalează clasă,install class,instalează clasă / install class,2573,template_action_software,
d2000_2574,software/project terms,instalează modul,install module,instalează modul / install module,2574,template_action_software,
d2000_2575,software/project terms,instalează pachet,install package,instalează pachet / install package,2575,template_action_software,
d2000_2576,software/project terms,instalează bibliotecă,install library,instalează bibliotecă / install library,2576,template_action_software,
d2000_2577,software/project terms,instalează script,install script,instalează script / install script,2577,template_action_software,
d2000_2578,software/project terms,instalează comandă,install command,instalează comandă / install command,2578,template_action_software,
d2000_2579,software/project terms,sincronizează fișier,sync file,sincronizează fișier / sync file,2579,template_action_software,
d2000_2580,software/project terms,sincronizează dosar,sync folder,sincronizează dosar / sync folder,2580,template_action_software,
d2000_2581,software/project terms,sincronizează cale,sync path,sincronizează cale / sync path,2581,template_action_software,
d2000_2582,software/project terms,sincronizează linie,sync line,sincronizează linie / sync line,2582,template_action_software,
d2000_2583,software/project terms,sincronizează coloană,sync column,sincronizează coloană / sync column,2583,template_action_software,
d2000_2584,software/project terms,sincronizează funcție,sync function,sincronizează funcție / sync function,2584,template_action_software,
d2000_2585,software/project terms,sincronizează clasă,sync class,sincronizează clasă / sync class,2585,template_action_software,
d2000_2586,software/project terms,sincronizează modul,sync module,sincronizează modul / sync module,2586,template_action_software,
d2000_2587,software/project terms,sincronizează pachet,sync package,sincronizează pachet / sync package,2587,template_action_software,
d2000_2588,software/project terms,sincronizează bibliotecă,sync library,sincronizează bibliotecă / sync library,2588,template_action_software,
d2000_2589,software/project terms,sincronizează script,sync script,sincronizează script / sync script,2589,template_action_software,
d2000_2590,software/project terms,sincronizează comandă,sync command,sincronizează comandă / sync command,2590,template_action_software,
d2000_2591,software/project terms,publică fișier,publish file,publică fișier / publish file,2591,template_action_software,
d2000_2592,software/project terms,publică dosar,publish folder,publică dosar / publish folder,2592,template_action_software,
d2000_2593,software/project terms,publică cale,publish path,publică cale / publish path,2593,template_action_software,
d2000_2594,software/project terms,publică linie,publish line,publică linie / publish line,2594,template_action_software,
d2000_2595,software/project terms,publică coloană,publish column,publică coloană / publish column,2595,template_action_software,
d2000_2596,software/project terms,publică funcție,publish function,publică funcție / publish function,2596,template_action_software,
d2000_2597,software/project terms,publică clasă,publish class,publică clasă / publish class,2597,template_action_software,
d2000_2598,software/project terms,publică modul,publish module,publică modul / publish module,2598,template_action_software,
d2000_2599,software/project terms,publică pachet,publish package,publică pachet / publish package,2599,template_action_software,
d2000_2600,software/project terms,publică bibliotecă,publish library,publică bibliotecă / publish library,2600,template_action_software,
d2000_2601,software/project terms,publică script,publish script,publică script / publish script,2601,template_action_software,
d2000_2602,software/project terms,publică comandă,publish command,publică comandă / publish command,2602,template_action_software,
d2000_2603,software/project terms,revizuiește fișier,review file,revizuiește fișier / review file,2603,template_action_software,
d2000_2604,software/project terms,revizuiește dosar,review folder,revizuiește dosar / review folder,2604,template_action_software,
d2000_2605,software/project terms,revizuiește cale,review path,revizuiește cale / review path,2605,template_action_software,
d2000_2606,software/project terms,revizuiește linie,review line,revizuiește linie / review line,2606,template_action_software,
d2000_2607,software/project terms,revizuiește coloană,review column,revizuiește coloană / review column,2607,template_action_software,
d2000_2608,software/project terms,revizuiește funcție,review function,revizuiește funcție / review function,2608,template_action_software,
d2000_2609,software/project terms,revizuiește clasă,review class,revizuiește clasă / review class,2609,template_action_software,
d2000_2610,software/project terms,revizuiește modul,review module,revizuiește modul / review module,2610,template_action_software,
d2000_2611,software/project terms,revizuiește pachet,review package,revizuiește pachet / review package,2611,template_action_software,
d2000_2612,software/project terms,revizuiește bibliotecă,review library,revizuiește bibliotecă / review library,2612,template_action_software,
d2000_2613,software/project terms,revizuiește script,review script,revizuiește script / review script,2613,template_action_software,
d2000_2614,software/project terms,revizuiește comandă,review command,revizuiește comandă / review command,2614,template_action_software,
d2000_2615,software/project terms,măsoară fișier,measure file,măsoară fișier / measure file,2615,template_action_software,
d2000_2616,software/project terms,măsoară dosar,measure folder,măsoară dosar / measure folder,2616,template_action_software,
d2000_2617,software/project terms,măsoară cale,measure path,măsoară cale / measure path,2617,template_action_software,
d2000_2618,software/project terms,măsoară linie,measure line,măsoară linie / measure line,2618,template_action_software,
d2000_2619,software/project terms,măsoară coloană,measure column,măsoară coloană / measure column,2619,template_action_software,
d2000_2620,software/project terms,măsoară funcție,measure function,măsoară funcție / measure function,2620,template_action_software,
d2000_2621,software/project terms,măsoară clasă,measure class,măsoară clasă / measure class,2621,template_action_software,
d2000_2622,software/project terms,măsoară modul,measure module,măsoară modul / measure module,2622,template_action_software,
d2000_2623,software/project terms,măsoară pachet,measure package,măsoară pachet / measure package,2623,template_action_software,
d2000_2624,software/project terms,măsoară bibliotecă,measure library,măsoară bibliotecă / measure library,2624,template_action_software,
d2000_2625,software/project terms,măsoară script,measure script,măsoară script / measure script,2625,template_action_software,
d2000_2626,software/project terms,măsoară comandă,measure command,măsoară comandă / measure command,2626,template_action_software,
d2000_2627,software/project terms,optimizează fișier,optimize file,optimizează fișier / optimize file,2627,template_action_software,
d2000_2628,software/project terms,optimizează dosar,optimize folder,optimizează dosar / optimize folder,2628,template_action_software,
d2000_2629,software/project terms,optimizează cale,optimize path,optimizează cale / optimize path,2629,template_action_software,
d2000_2630,software/project terms,optimizează linie,optimize line,optimizează linie / optimize line,2630,template_action_software,
d2000_2631,software/project terms,optimizează coloană,optimize column,optimizează coloană / optimize column,2631,template_action_software,
d2000_2632,software/project terms,optimizează funcție,optimize function,optimizează funcție / optimize function,2632,template_action_software,
d2000_2633,software/project terms,optimizează clasă,optimize class,optimizează clasă / optimize class,2633,template_action_software,
d2000_2634,software/project terms,optimizează modul,optimize module,optimizează modul / optimize module,2634,template_action_software,
d2000_2635,software/project terms,optimizează pachet,optimize package,optimizează pachet / optimize package,2635,template_action_software,
d2000_2636,software/project terms,optimizează bibliotecă,optimize library,optimizează bibliotecă / optimize library,2636,template_action_software,
d2000_2637,software/project terms,optimizează script,optimize script,optimizează script / optimize script,2637,template_action_software,
d2000_2638,software/project terms,optimizează comandă,optimize command,optimizează comandă / optimize command,2638,template_action_software,
d2000_2639,software/project terms,observă fișier,observe file,observă fișier / observe file,2639,template_action_software,
d2000_2640,software/project terms,observă dosar,observe folder,observă dosar / observe folder,2640,template_action_software,
d2000_2641,software/project terms,observă cale,observe path,observă cale / observe path,2641,template_action_software,
d2000_2642,software/project terms,observă linie,observe line,observă linie / observe line,2642,template_action_software,
d2000_2643,software/project terms,observă coloană,observe column,observă coloană / observe column,2643,template_action_software,
d2000_2644,software/project terms,observă funcție,observe function,observă funcție / observe function,2644,template_action_software,
d2000_2645,software/project terms,observă clasă,observe class,observă clasă / observe class,2645,template_action_software,
d2000_2646,software/project terms,observă modul,observe module,observă modul / observe module,2646,template_action_software,
d2000_2647,software/project terms,observă pachet,observe package,observă pachet / observe package,2647,template_action_software,
d2000_2648,software/project terms,observă bibliotecă,observe library,observă bibliotecă / observe library,2648,template_action_software,
d2000_2649,software/project terms,observă script,observe script,observă script / observe script,2649,template_action_software,
d2000_2650,software/project terms,observă comandă,observe command,observă comandă / observe command,2650,template_action_software,
d2000_2651,software/project terms,documentează fișier,document file,documentează fișier / document file,2651,template_action_software,
d2000_2652,software/project terms,documentează dosar,document folder,documentează dosar / document folder,2652,template_action_software,
d2000_2653,software/project terms,documentează cale,document path,documentează cale / document path,2653,template_action_software,
d2000_2654,software/project terms,documentează linie,document line,documentează linie / document line,2654,template_action_software,
d2000_2655,software/project terms,documentează coloană,document column,documentează coloană / document column,2655,template_action_software,
d2000_2656,software/project terms,documentează funcție,document function,documentează funcție / document function,2656,template_action_software,
d2000_2657,software/project terms,documentează clasă,document class,documentează clasă / document class,2657,template_action_software,
d2000_2658,software/project terms,documentează modul,document module,documentează modul / document module,2658,template_action_software,
d2000_2659,software/project terms,documentează pachet,document package,documentează pachet / document package,2659,template_action_software,
d2000_2660,software/project terms,documentează bibliotecă,document library,documentează bibliotecă / document library,2660,template_action_software,
d2000_2661,software/project terms,documentează script,document script,documentează script / document script,2661,template_action_software,
d2000_2662,software/project terms,documentează comandă,document command,documentează comandă / document command,2662,template_action_software,
d2000_2663,daily_conversation,bună ziua,good day,bună ziua / good day,2663,curated_daily_4000,
d2000_2664,daily_conversation,ne auzim mai târziu,talk later,ne auzim mai târziu / talk later,2664,curated_daily_4000,
d2000_2665,daily_conversation,revin imediat,I will be right back,revin imediat / I will be right back,2665,curated_daily_4000,
d2000_2666,daily_conversation,am o întrebare,I have a question,am o întrebare / I have a question,2666,curated_daily_4000,
d2000_2667,daily_conversation,nu sunt sigur,I am not sure,nu sunt sigur / I am not sure,2667,curated_daily_4000,
d2000_2668,daily_conversation,ai dreptate,you are right,ai dreptate / you are right,2668,curated_daily_4000,
d2000_2669,daily_conversation,nu contează,never mind,nu contează / never mind,2669,curated_daily_4000,
d2000_2670,daily_conversation,se poate,it is possible,se poate / it is possible,2670,curated_daily_4000,
d2000_2671,daily_conversation,nu se poate,it is not possible,nu se poate / it is not possible,2671,curated_daily_4000,
d2000_2672,daily_conversation,am terminat,I finished,am terminat / I finished,2672,curated_daily_4000,
d2000_2673,daily_conversation,mai încerc,I will try again,mai încerc / I will try again,2673,curated_daily_4000,
d2000_2674,daily_conversation,trimite-mi detalii,send me details,trimite-mi detalii / send me details,2674,curated_daily_4000,
d2000_2675,daily_conversation,spune-mi pașii,tell me the steps,spune-mi pașii / tell me the steps,2675,curated_daily_4000,
d2000_2676,daily_conversation,arată exemplul,show the example,arată exemplul / show the example,2676,curated_daily_4000,
d2000_2677,daily_conversation,fără grabă,no rush,fără grabă / no rush,2677,curated_daily_4000,
d2000_2678,daily_conversation,este urgent,it is urgent,este urgent / it is urgent,2678,curated_daily_4000,
d2000_2679,daily_conversation,sunt disponibil,I am available,sunt disponibil / I am available,2679,curated_daily_4000,
d2000_2680,daily_conversation,nu sunt disponibil,I am not available,nu sunt disponibil / I am not available,2680,curated_daily_4000,
d2000_2681,daily_conversation,am uitat,I forgot,am uitat / I forgot,2681,curated_daily_4000,
d2000_2682,daily_conversation,îmi amintesc,I remember,îmi amintesc / I remember,2682,curated_daily_4000,
d2000_2683,daily_conversation,nu am timp,I have no time,nu am timp / I have no time,2683,curated_daily_4000,
d2000_2684,daily_conversation,am timp,I have time,am timp / I have time,2684,curated_daily_4000,
d2000_2685,daily_conversation,este clar,it is clear,este clar / it is clear,2685,curated_daily_4000,
d2000_2686,daily_conversation,nu este clar,it is not clear,nu este clar / it is not clear,2686,curated_daily_4000,
d2000_2687,daily_conversation,hai să continuăm,let us continue,hai să continuăm / let us continue,2687,curated_daily_4000,
d2000_2688,daily_conversation,hai să oprim,let us stop,hai să oprim / let us stop,2688,curated_daily_4000,
d2000_2689,daily_conversation,confirm primirea,confirm receipt,confirm primirea / confirm receipt,2689,curated_daily_4000,
d2000_2690,daily_conversation,aștept răspunsul,I await the response,aștept răspunsul / I await the response,2690,curated_daily_4000,
d2000_2691,daily_conversation,verific acum,checking now,verific acum / checking now,2691,curated_daily_4000,
d2000_2692,daily_conversation,am verificat,I checked,am verificat / I checked,2692,curated_daily_4000,
d2000_2693,emotions,încrezător,confident,încrezător / confident,2693,curated_emotion_4000,
d2000_2694,emotions,rușinat,ashamed,rușinat / ashamed,2694,curated_emotion_4000,
d2000_2695,emotions,recunoscător,grateful,recunoscător / grateful,2695,curated_emotion_4000,
d2000_2696,emotions,dezamăgit,disappointed,dezamăgit / disappointed,2696,curated_emotion_4000,
d2000_2697,emotions,încântat,delighted,încântat / delighted,2697,curated_emotion_4000,
d2000_2698,emotions,speriat,afraid,speriat / afraid,2698,curated_emotion_4000,
d2000_2699,emotions,frustrat,frustrated,frustrat / frustrated,2699,curated_emotion_4000,
d2000_2700,emotions,nerăbdător,impatient,nerăbdător / impatient,2700,curated_emotion_4000,
d2000_2701,emotions,răbdător,patient,răbdător / patient,2701,curated_emotion_4000,
d2000_2702,emotions,hotărât,determined,hotărât / determined,2702,curated_emotion_4000,
d2000_2703,emotions,ezitant,hesitant,ezitant / hesitant,2703,curated_emotion_4000,
d2000_2704,emotions,sceptic,skeptical,sceptic / skeptical,2704,curated_emotion_4000,
d2000_2705,emotions,încurajat,encouraged,încurajat / encouraged,2705,curated_emotion_4000,
d2000_2706,emotions,descurajat,discouraged,descurajat / discouraged,2706,curated_emotion_4000,
d2000_2707,emotions,ușurat,relieved,ușurat / relieved,2707,curated_emotion_4000,
d2000_2708,emotions,tensionat,tense,tensionat / tense,2708,curated_emotion_4000,
d2000_2709,emotions,sigur pe sine,self assured,sigur pe sine / self assured,2709,curated_emotion_4000,
d2000_2710,emotions,copleșit,overwhelmed,copleșit / overwhelmed,2710,curated_emotion_4000,
d2000_2711,emotions,inspirat,inspired,inspirat / inspired,2711,curated_emotion_4000,
d2000_2712,emotions,epuizat,exhausted,epuizat / exhausted,2712,curated_emotion_4000,
d2000_2713,emotions,neliniștit,uneasy,neliniștit / uneasy,2713,curated_emotion_4000,
d2000_2714,emotions,mulțumit de rezultat,happy with result,mulțumit de rezultat / happy with result,2714,curated_emotion_4000,
d2000_2715,emotions,nemulțumit de rezultat,unhappy with result,nemulțumit de rezultat / unhappy with result,2715,curated_emotion_4000,
d2000_2716,emotions,dornic să învăț,eager to learn,dornic să învăț / eager to learn,2716,curated_emotion_4000,
d2000_2717,emotions,prudent,cautious,prudent / cautious,2717,curated_emotion_4000,
d2000_2718,adjectives,mic,small,mic / small,2718,curated_adjective_4000,
d2000_2719,adjectives,mare,large,mare / large,2719,curated_adjective_4000,
d2000_2720,adjectives,scurt,short,scurt / short,2720,curated_adjective_4000,
d2000_2721,adjectives,lung,long,lung / long,2721,curated_adjective_4000,
d2000_2722,adjectives,nou,new,nou / new,2722,curated_adjective_4000,
d2000_2723,adjectives,vechi,old,vechi / old,2723,curated_adjective_4000,
d2000_2724,adjectives,rapid,quick,rapid / quick,2724,curated_adjective_4000,
d2000_2725,adjectives,încet,slow,încet / slow,2725,curated_adjective_4000,
d2000_2726,adjectives,simplu,simple,simplu / simple,2726,curated_adjective_4000,
d2000_2727,adjectives,complex,complex,complex / complex,2727,curated_adjective_4000,
d2000_2728,adjectives,clar,clear,clar / clear,2728,curated_adjective_4000,
d2000_2729,adjectives,neclar,unclear,neclar / unclear,2729,curated_adjective_4000,
d2000_2730,adjectives,sigur,safe,sigur / safe,2730,curated_adjective_4000,
d2000_2731,adjectives,nesigur,unsafe,nesigur / unsafe,2731,curated_adjective_4000,
d2000_2732,adjectives,util,useful,util / useful,2732,curated_adjective_4000,
d2000_2733,adjectives,inutil,useless,inutil / useless,2733,curated_adjective_4000,
d2000_2734,adjectives,corect,correct,corect / correct,2734,curated_adjective_4000,
d2000_2735,adjectives,incorect,incorrect,incorect / incorrect,2735,curated_adjective_4000,
d2000_2736,adjectives,complet,complete,complet / complete,2736,curated_adjective_4000,
d2000_2737,adjectives,incomplet,incomplete,incomplet / incomplete,2737,curated_adjective_4000,
d2000_2738,adjectives,stabil,stable,stabil / stable,2738,curated_adjective_4000,
d2000_2739,adjectives,instabil,unstable,instabil / unstable,2739,curated_adjective_4000,
d2000_2740,adjectives,ieftin,cheap,ieftin / cheap,2740,curated_adjective_4000,
d2000_2741,adjectives,scump,expensive,scump / expensive,2741,curated_adjective_4000,
d2000_2742,adjectives,ușor,easy,ușor / easy,2742,curated_adjective_4000,
d2000_2743,adjectives,greu,hard,greu / hard,2743,curated_adjective_4000,
d2000_2744,adjectives,vizibil,visible,vizibil / visible,2744,curated_adjective_4000,
d2000_2745,adjectives,ascuns,hidden,ascuns / hidden,2745,curated_adjective_4000,
d2000_2746,adjectives,activ,active,activ / active,2746,curated_adjective_4000,
d2000_2747,adjectives,inactiv,inactive,inactiv / inactive,2747,curated_adjective_4000,
d2000_2748,adjectives,public,public,public / public,2748,curated_adjective_4000,
d2000_2749,adjectives,privat,private,privat / private,2749,curated_adjective_4000,
d2000_2750,adjectives,automat,automatic,automat / automatic,2750,curated_adjective_4000,
d2000_2751,adjectives,manual,manual,manual / manual,2751,curated_adjective_4000,
d2000_2752,adjectives,sincron,synchronous,sincron / synchronous,2752,curated_adjective_4000,
d2000_2753,adjectives,asincron,asynchronous,asincron / asynchronous,2753,curated_adjective_4000,
d2000_2754,adjectives,local,local,local / local,2754,curated_adjective_4000,
d2000_2755,adjectives,global,global,global / global,2755,curated_adjective_4000,
d2000_2756,adjectives,temporar,temporary,temporar / temporary,2756,curated_adjective_4000,
d2000_2757,adjectives,permanent,permanent,permanent / permanent,2757,curated_adjective_4000,
d2000_2758,adjectives,critic,critical,critic / critical,2758,curated_adjective_4000,
d2000_2759,adjectives,opțional,optional,opțional / optional,2759,curated_adjective_4000,
d2000_2760,adjectives,obligatoriu,required,obligatoriu / required,2760,curated_adjective_4000,
d2000_2761,adjectives,valid,valid,valid / valid,2761,curated_adjective_4000,
d2000_2762,adjectives,invalid,invalid,invalid / invalid,2762,curated_adjective_4000,
d2000_2763,adjectives,compact,compact,compact / compact,2763,curated_adjective_4000,
d2000_2764,adjectives,redundant,redundant,redundant / redundant,2764,curated_adjective_4000,
d2000_2765,adjectives,ambiguu,ambiguous,ambiguu / ambiguous,2765,curated_adjective_4000,
d2000_2766,adjectives,precis,precise,precis / precise,2766,curated_adjective_4000,
d2000_2767,adjectives,aproximativ,approximate,aproximativ / approximate,2767,curated_adjective_4000,
d2000_2768,places,sală de clasă,classroom,sală de clasă / classroom,2768,curated_place_4000,
d2000_2769,places,laborator,laboratory,laborator / laboratory,2769,curated_place_4000,
d2000_2770,places,campus,campus,campus / campus,2770,curated_place_4000,
d2000_2771,places,amfiteatru,lecture hall,amfiteatru / lecture hall,2771,curated_place_4000,
d2000_2772,places,secretariat,administration office,secretariat / administration office,2772,curated_place_4000,
d2000_2773,places,cantină,cafeteria,cantină / cafeteria,2773,curated_place_4000,
d2000_2774,places,cămin,dormitory,cămin / dormitory,2774,curated_place_4000,
d2000_2775,places,sală de ședințe,meeting room,sală de ședințe / meeting room,2775,curated_place_4000,
d2000_2776,places,centru de date,data center,centru de date / data center,2776,curated_place_4000,
d2000_2777,places,mașină virtuală,virtual machine,mașină virtuală / virtual machine,2777,curated_place_4000,
d2000_2778,places,container,container,container / container,2778,curated_place_4000,
d2000_2779,places,nod,node,nod / node,2779,curated_place_4000,
d2000_2780,places,cluster,cluster,cluster / cluster,2780,curated_place_4000,
d2000_2781,places,depozit de cod,code repository,depozit de cod / code repository,2781,curated_place_4000,
d2000_2782,places,registru,registry,registru / registry,2782,curated_place_4000,
d2000_2783,places,canal,channel,canal / channel,2783,curated_place_4000,
d2000_2784,places,spațiu de nume,namespace,spațiu de nume / namespace,2784,curated_place_4000,
d2000_2785,places,mediu de test,test environment,mediu de test / test environment,2785,curated_place_4000,
d2000_2786,places,mediu de producție,production environment,mediu de producție / production environment,2786,curated_place_4000,
d2000_2787,places,zonă sigură,safe zone,zonă sigură / safe zone,2787,curated_place_4000,
d2000_2788,places,zonă izolată,isolated zone,zonă izolată / isolated zone,2788,curated_place_4000,
d2000_2789,places,subrețea,subnet,subrețea / subnet,2789,curated_place_4000,
d2000_2790,places,gateway,gateway,gateway / gateway,2790,curated_place_4000,
d2000_2791,places,punct final,endpoint,punct final / endpoint,2791,curated_place_4000,
d2000_2792,objects,caiet,notebook,caiet / notebook,2792,curated_object_4000,
d2000_2793,objects,manual,textbook,manual / textbook,2793,curated_object_4000,
d2000_2794,objects,marker,marker,marker / marker,2794,curated_object_4000,
d2000_2795,objects,tablă,board,tablă / board,2795,curated_object_4000,
d2000_2796,objects,proiector,projector,proiector / projector,2796,curated_object_4000,
d2000_2797,objects,rucsac,backpack,rucsac / backpack,2797,curated_object_4000,
d2000_2798,objects,formular de înscriere,enrollment form,formular de înscriere / enrollment form,2798,curated_object_4000,
d2000_2799,objects,legitimație,identity card,legitimație / identity card,2799,curated_object_4000,
d2000_2800,objects,certificat,certificate,certificat / certificate,2800,curated_object_4000,
d2000_2801,objects,diplomă,diploma,diplomă / diploma,2801,curated_object_4000,
d2000_2802,objects,grafic,chart,grafic / chart,2802,curated_object_4000,
d2000_2803,objects,diagramă,diagram,diagramă / diagram,2803,curated_object_4000,
d2000_2804,objects,matrice,matrix,matrice / matrix,2804,curated_object_4000,
d2000_2805,objects,vector,vector,vector / vector,2805,curated_object_4000,
d2000_2806,objects,set de date,dataset,set de date / dataset,2806,curated_object_4000,
d2000_2807,objects,model de date,data model,model de date / data model,2807,curated_object_4000,
d2000_2808,objects,cheie api,api key,cheie api / api key,2808,curated_object_4000,
d2000_2809,objects,token de acces,access token,token de acces / access token,2809,curated_object_4000,
d2000_2810,objects,parolă temporară,temporary password,parolă temporară / temporary password,2810,curated_object_4000,
d2000_2811,objects,copie de rezervă,backup,copie de rezervă / backup,2811,curated_object_4000,
d2000_2812,objects,arhivă,archive,arhivă / archive,2812,curated_object_4000,
d2000_2813,objects,imprimantă,printer,imprimantă / printer,2813,curated_object_4000,
d2000_2814,objects,router,router,router / router,2814,curated_object_4000,
d2000_2815,objects,comutator de rețea,network switch,comutator de rețea / network switch,2815,curated_object_4000,
d2000_2816,objects,senzor,sensor,senzor / sensor,2816,curated_object_4000,
d2000_2817,objects,jurnal de sistem,system log,jurnal de sistem / system log,2817,curated_object_4000,
d2000_2818,objects,fișier de configurare,configuration file,fișier de configurare / configuration file,2818,curated_object_4000,
d2000_2819,objects,imagine container,container image,imagine container / container image,2819,curated_object_4000,
d2000_2820,objects,cheie ssh,ssh key,cheie ssh / ssh key,2820,curated_object_4000,
d2000_2821,objects,certificat tls,tls certificate,certificat tls / tls certificate,2821,curated_object_4000,
d2000_2822,school/university words,lecție,lesson,lecție / lesson,2822,curated_school_4000,
d2000_2823,school/university words,curs,course,curs / course,2823,curated_school_4000,
d2000_2824,school/university words,seminar,seminar,seminar / seminar,2824,curated_school_4000,
d2000_2825,school/university words,laborator didactic,teaching lab,laborator didactic / teaching lab,2825,curated_school_4000,
d2000_2826,school/university words,temă,homework,temă / homework,2826,curated_school_4000,
d2000_2827,school/university words,proiect de curs,course project,proiect de curs / course project,2827,curated_school_4000,
d2000_2828,school/university words,examen,exam,examen / exam,2828,curated_school_4000,
d2000_2829,school/university words,test grilă,quiz,test grilă / quiz,2829,curated_school_4000,
d2000_2830,school/university words,notă,grade,notă / grade,2830,curated_school_4000,
d2000_2831,school/university words,credit,credit,credit / credit,2831,curated_school_4000,
d2000_2832,school/university words,profesor universitar,professor,profesor universitar / professor,2832,curated_school_4000,
d2000_2833,school/university words,asistent universitar,teaching assistant,asistent universitar / teaching assistant,2833,curated_school_4000,
d2000_2834,school/university words,student masterand,graduate student,student masterand / graduate student,2834,curated_school_4000,
d2000_2835,school/university words,student doctorand,doctoral student,student doctorand / doctoral student,2835,curated_school_4000,
d2000_2836,school/university words,programă,syllabus,programă / syllabus,2836,curated_school_4000,
d2000_2837,school/university words,bibliografie,bibliography,bibliografie / bibliography,2837,curated_school_4000,
d2000_2838,school/university words,lucrare,paper,lucrare / paper,2838,curated_school_4000,
d2000_2839,school/university words,teză,thesis,teză / thesis,2839,curated_school_4000,
d2000_2840,school/university words,disertație,dissertation,disertație / dissertation,2840,curated_school_4000,
d2000_2841,school/university words,prezentare,presentation,prezentare / presentation,2841,curated_school_4000,
d2000_2842,school/university words,absență,absence,absență / absence,2842,curated_school_4000,
d2000_2843,school/university words,prezență,attendance,prezență / attendance,2843,curated_school_4000,
d2000_2844,school/university words,orar,timetable,orar / timetable,2844,curated_school_4000,
d2000_2845,school/university words,sesiune,exam session,sesiune / exam session,2845,curated_school_4000,
d2000_2846,school/university words,admitere,admission,admitere / admission,2846,curated_school_4000,
d2000_2847,school/university words,înscriere,enrollment,înscriere / enrollment,2847,curated_school_4000,
d2000_2848,school/university words,bursă,scholarship,bursă / scholarship,2848,curated_school_4000,
d2000_2849,school/university words,facultate,faculty,facultate / faculty,2849,curated_school_4000,
d2000_2850,school/university words,departament,department,departament / department,2850,curated_school_4000,
d2000_2851,school/university words,disciplină,subject,disciplină / subject,2851,curated_school_4000,
d2000_2852,school/university words,matematică,mathematics,matematică / mathematics,2852,curated_school_4000,
d2000_2853,school/university words,informatică,computer science,informatică / computer science,2853,curated_school_4000,
d2000_2854,school/university words,fizică,physics,fizică / physics,2854,curated_school_4000,
d2000_2855,school/university words,chimie,chemistry,chimie / chemistry,2855,curated_school_4000,
d2000_2856,school/university words,biologie,biology,biologie / biology,2856,curated_school_4000,
d2000_2857,school/university words,istorie,history,istorie / history,2857,curated_school_4000,
d2000_2858,school/university words,lingvistică,linguistics,lingvistică / linguistics,2858,curated_school_4000,
d2000_2859,school/university words,logică,logic,logică / logic,2859,curated_school_4000,
d2000_2860,school/university words,statistică,statistics,statistică / statistics,2860,curated_school_4000,
d2000_2861,school/university words,algoritmi,algorithms,algoritmi / algorithms,2861,curated_school_4000,
d2000_2862,school/university words,structuri de date,data structures,structuri de date / data structures,2862,curated_school_4000,
d2000_2863,school/university words,baze de date,databases,baze de date / databases,2863,curated_school_4000,
d2000_2864,school/university words,sisteme de operare,operating systems,sisteme de operare / operating systems,2864,curated_school_4000,
d2000_2865,school/university words,rețele de calculatoare,computer networks,rețele de calculatoare / computer networks,2865,curated_school_4000,
d2000_2866,school/university words,inginerie software,software engineering,inginerie software / software engineering,2866,curated_school_4000,
d2000_2867,school/university words,inteligență artificială,artificial intelligence,inteligență artificială / artificial intelligence,2867,curated_school_4000,
d2000_2868,school/university words,învățare automată,machine learning,învățare automată / machine learning,2868,curated_school_4000,
d2000_2869,school/university words,etică academică,academic ethics,etică academică / academic ethics,2869,curated_school_4000,
d2000_2870,school/university words,plagiat,plagiarism,plagiat / plagiarism,2870,curated_school_4000,
d2000_2871,school/university words,recenzie academică,academic review,recenzie academică / academic review,2871,curated_school_4000,
d2000_2872,programming/software terms,tip de date,data type,tip de date / data type,2872,curated_programming_4000,
d2000_2873,programming/software terms,expresie,expression,expresie / expression,2873,curated_programming_4000,
d2000_2874,programming/software terms,instrucțiune,statement,instrucțiune / statement,2874,curated_programming_4000,
d2000_2875,programming/software terms,buclă,loop,buclă / loop,2875,curated_programming_4000,
d2000_2876,programming/software terms,condiție,condition,condiție / condition,2876,curated_programming_4000,
d2000_2877,programming/software terms,apel de funcție,function call,apel de funcție / function call,2877,curated_programming_4000,
d2000_2878,programming/software terms,parametru,parameter,parametru / parameter,2878,curated_programming_4000,
d2000_2879,programming/software terms,valoare returnată,return value,valoare returnată / return value,2879,curated_programming_4000,
d2000_2880,programming/software terms,stivă de apeluri,call stack,stivă de apeluri / call stack,2880,curated_programming_4000,
d2000_2881,programming/software terms,heap,heap,heap / heap,2881,curated_programming_4000,
d2000_2882,programming/software terms,pointer,pointer,pointer / pointer,2882,curated_programming_4000,
d2000_2883,programming/software terms,referință,reference,referință / reference,2883,curated_programming_4000,
d2000_2884,programming/software terms,interfață api,api interface,interfață api / api interface,2884,curated_programming_4000,
d2000_2885,programming/software terms,endpoint api,api endpoint,endpoint api / api endpoint,2885,curated_programming_4000,
