id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_2592,software/project terms,publică dosar,publish folder,publică dosar / publish folder,hq,2592,2592,2,template_action_software,
d2000_2593,software/project terms,publică cale,publish path,publică cale / publish path,hr,2593,2593,2,template_action_software,
d2000_2594,software/project terms,publică linie,publish line,publică linie / publish line,hs,2594,2594,2,template_action_software,
d2000_2595,software/project terms,publică coloană,publish column,publică coloană / publish column,ht,2595,2595,2,template_action_software,
d2000_2596,software/project terms,publică funcție,publish function,publică funcție / publish function,hv,2596,2596,2,template_action_software,
d2000_2597,software/project terms,publică clasă,publish class,publică clasă / publish class,hw,2597,2597,2,template_action_software,
d2000_2598,software/project terms,publică modul,publish module,publică modul / publish module,hx,2598,2598,2,template_action_software,
d2000_2599,software/project terms,publică pachet,publish package,publică pachet / publish package,hy,2599,2599,2,template_action_software,
d2000_2600,software/project terms,publică bibliotecă,publish library,publică bibliotecă / publish library,hz,2600,2600,2,template_action_software,
d2000_2601,software/project terms,publică script,publish script,publică script / publish script,h!,2601,2601,2,template_action_software,
d2000_2602,software/project terms,publică comandă,publish command,publică comandă / publish command,h#,2602,2602,2,template_action_software,
d2000_2603,software/project terms,revizuiește fișier,review file,revizuiește fișier / review file,h$,2603,2603,2,template_action_software,
d2000_2604,software/project terms,revizuiește dosar,review folder,revizuiește dosar / review folder,h%,2604,2604,2,template_action_software,
d2000_2605,software/project terms,revizuiește cale,review path,revizuiește cale / review path,h&,2605,2605,2,template_action_software,
d2000_2606,software/project terms,revizuiește linie,review line,revizuiește linie / review line,h*,2606,2606,2,template_action_software,
d2000_2607,software/project terms,revizuiește coloană,review column,revizuiește coloană / review column,h+,2607,2607,2,template_action_software,
d2000_2608,software/project terms,revizuiește funcție,review function,revizuiește funcție / review function,h.,2608,2608,2,template_action_software,
d2000_2609,software/project terms,revizuiește clasă,review class,revizuiește clasă / review class,h/,2609,2609,2,template_action_software,
d2000_2610,software/project terms,revizuiește modul,review module,revizuiește modul / review module,h:,2610,2610,2,template_action_software,
d2000_2611,software/project terms,revizuiește pachet,review package,revizuiește pachet / review package,h;,2611,2611,2,template_action_software,
d2000_2612,software/project terms,revizuiește bibliotecă,review library,revizuiește bibliotecă / review library,h=,2612,2612,2,template_action_software,
d2000_2613,software/project terms,revizuiește script,review script,revizuiește script / review script,h?,2613,2613,2,template_action_software,
d2000_2614,software/project terms,revizuiește comandă,review command,revizuiește comandă / review command,h@,2614,2614,2,template_action_software,
d2000_2615,software/project terms,măsoară fișier,measure file,măsoară fișier / measure file,h^,2615,2615,2,template_action_software,
d2000_2616,software/project terms,măsoară dosar,measure folder,măsoară dosar / measure folder,h_,2616,2616,2,template_action_software,
d2000_2617,software/project terms,măsoară cale,measure path,măsoară cale / measure path,h~,2617,2617,2,template_action_software,
d2000_2618,software/project terms,măsoară linie,measure line,măsoară linie / measure line,j0,2618,2618,2,template_action_software,
d2000_2619,software/project terms,măsoară coloană,measure column,măsoară coloană / measure column,j1,2619,2619,2,template_action_software,
d2000_2620,software/project terms,măsoară funcție,measure function,măsoară funcție / measure function,j2,2620,2620,2,template_action_software,
d2000_2621,software/project terms,măsoară clasă,measure class,măsoară clasă / measure class,j3,2621,2621,2,template_action_software,
d2000_2622,software/project terms,măsoară modul,measure module,măsoară modul / measure module,j4,2622,2622,2,template_action_software,
d2000_2623,software/project terms,măsoară pachet,measure package,măsoară pachet / measure package,j5,2623,2623,2,template_action_software,
d2000_2624,software/project terms,măsoară bibliotecă,measure library,măsoară bibliotecă / measure library,j6,2624,2624,2,template_action_software,
d2000_2625,software/project terms,măsoară script,measure script,măsoară script / measure script,j7,2625,2625,2,template_action_software,
d2000_2626,software/project terms,măsoară comandă,measure command,măsoară comandă / measure command,j8,2626,2626,2,template_action_software,
d2000_2627,software/project terms,optimizează fișier,optimize file,optimizează fișier / optimize file,j9,2627,2627,2,template_action_software,
d2000_2628,software/project terms,optimizează dosar,optimize folder,optimizează dosar / optimize folder,jB,2628,2628,2,template_action_software,
d2000_2629,software/project terms,optimizează cale,optimize path,optimizează cale / optimize path,jC,2629,2629,2,template_action_software,
d2000_2630,software/project terms,optimizează linie,optimize line,optimizează linie / optimize line,jD,2630,2630,2,template_action_software,
d2000_2631,software/project terms,optimizează coloană,optimize column,optimizează coloană / optimize column,jF,2631,2631,2,template_action_software,
d2000_2632,software/project terms,optimizează funcție,optimize function,optimizează funcție / optimize function,jG,2632,2632,2,template_action_software,
d2000_2633,software/project terms,optimizează clasă,optimize class,optimizează clasă / optimize class,jH,2633,2633,2,template_action_software,
d2000_2634,software/project terms,optimizează modul,optimize module,optimizează modul / optimize module,jJ,2634,2634,2,template_action_software,
d2000_2635,software/project terms,optimizează pachet,optimize package,optimizează pachet / optimize package,jK,2635,2635,2,template_action_software,
d2000_2636,software/project terms,optimizează bibliotecă,optimize library,optimizează bibliotecă / optimize library,jL,2636,2636,2,template_action_software,
d2000_2637,software/project terms,optimizează script,optimize script,optimizează script / optimize script,jM,2637,2637,2,template_action_software,
d2000_2638,software/project terms,optimizează comandă,optimize command,optimizează comandă / optimize command,jN,2638,2638,2,template_action_software,
d2000_2639,software/project terms,observă fișier,observe file,observă fișier / observe file,jP,2639,2639,2,template_action_software,
d2000_2640,software/project terms,observă dosar,observe folder,observă dosar / observe folder,jQ,2640,2640,2,template_action_software,
d2000_2641,software/project terms,observă cale,observe path,observă cale / observe path,jR,2641,2641,2,template_action_software,
d2000_2642,software/project terms,observă linie,observe line,observă linie / observe line,jS,2642,2642,2,template_action_software,
d2000_2643,software/project terms,observă coloană,observe column,observă coloană / observe column,jT,2643,2643,2,template_action_software,
d2000_2644,software/project terms,observă funcție,observe function,observă funcție / observe function,jV,2644,2644,2,template_action_software,
d2000_2645,software/project terms,observă clasă,observe class,observă clasă / observe class,jW,2645,2645,2,template_action_software,
d2000_2646,software/project terms,observă modul,observe module,observă modul / observe module,jX,2646,2646,2,template_action_software,
d2000_2647,software/project terms,observă pachet,observe package,observă pachet / observe package,jY,2647,2647,2,template_action_software,
d2000_2648,software/project terms,observă bibliotecă,observe library,observă bibliotecă / observe library,jZ,2648,2648,2,template_action_software,
d2000_2649,software/project terms,observă script,observe script,observă script / observe script,jb,2649,2649,2,template_action_software,
d2000_2650,software/project terms,observă comandă,observe command,observă comandă / observe command,jc,2650,2650,2,template_action_software,
d2000_2651,software/project terms,documentează fișier,document file,documentează fișier / document file,jd,2651,2651,2,template_action_software,
d2000_2652,software/project terms,documentează dosar,document folder,documentează dosar / document folder,jf,2652,2652,2,template_action_software,
d2000_2653,software/project terms,documentează cale,document path,documentează cale / document path,jg,2653,2653,2,template_action_software,
d2000_2654,software/project terms,documentează linie,document line,documentează linie / document line,jh,2654,2654,2,template_action_software,
d2000_2655,software/project terms,documentează coloană,document column,documentează coloană / document column,jj,2655,2655,2,template_action_software,
d2000_2656,software/project terms,documentează funcție,document function,documentează funcție / document function,jk,2656,2656,2,template_action_software,
d2000_2657,software/project terms,documentează clasă,document class,documentează clasă / document class,jl,2657,2657,2,template_action_software,
d2000_2658,software/project terms,documentează modul,document module,documentează modul / document module,jm,2658,2658,2,template_action_software,
d2000_2659,software/project terms,documentează pachet,document package,documentează pachet / document package,jn,2659,2659,2,template_action_software,
d2000_2660,software/project terms,documentează bibliotecă,document library,documentează bibliotecă / document library,jp,2660,2660,2,template_action_software,
d2000_2661,software/project terms,documentează script,document script,documentează script / document script,jq,2661,2661,2,template_action_software,
d2000_2662,software/project terms,documentează comandă,document command,documentează comandă / document command,jr,2662,2662,2,template_action_software,
d2000_2663,daily_conversation,bună ziua,good day,bună ziua / good day,js,2663,2663,2,curated_daily_4000,
d2000_2664,daily_conversation,ne auzim mai târziu,talk later,ne auzim mai târziu / talk later,jt,2664,2664,2,curated_daily_4000,
d2000_2665,daily_conversation,revin imediat,I will be right back,revin imediat / I will be right back,jv,2665,2665,2,curated_daily_4000,
d2000_2666,daily_conversation,am o întrebare,I have a question,am o întrebare / I have a question,jw,2666,2666,2,curated_daily_4000,
d2000_2667,daily_conversation,nu sunt sigur,I am not sure,nu sunt sigur / I am not sure,jx,2667,2667,2,curated_daily_4000,
d2000_2668,daily_conversation,ai dreptate,you are right,ai dreptate / you are right,jy,2668,2668,2,curated_daily_4000,
d2000_2669,daily_conversation,nu contează,never mind,nu contează / never mind,jz,2669,2669,2,curated_daily_4000,
d2000_2670,daily_conversation,se poate,it is possible,se poate / it is possible,j!,2670,2670,2,curated_daily_4000,
d2000_2671,daily_conversation,nu se poate,it is not possible,nu se poate / it is not possible,j#,2671,2671,2,curated_daily_4000,
d2000_2672,daily_conversation,am terminat,I finished,am terminat / I finished,j$,2672,2672,2,curated_daily_4000,
d2000_2673,daily_conversation,mai încerc,I will try again,mai încerc / I will try again,j%,2673,2673,2,curated_daily_4000,
d2000_2674,daily_conversation,trimite-mi detalii,send me details,trimite-mi detalii / send me details,j&,2674,2674,2,curated_daily_4000,
d2000_2675,daily_conversation,spune-mi pașii,tell me the steps,spune-mi pașii / tell me the steps,j*,2675,2675,2,curated_daily_4000,
d2000_2676,daily_conversation,arată exemplul,show the example,arată exemplul / show the example,j+,2676,2676,2,curated_daily_4000,
d2000_2677,daily_conversation,fără grabă,no rush,fără grabă / no rush,j.,2677,2677,2,curated_daily_4000,
d2000_2678,daily_conversation,este urgent,it is urgent,este urgent / it is urgent,j/,2678,2678,2,curated_daily_4000,
d2000_2679,daily_conversation,sunt disponibil,I am available,sunt disponibil / I am available,j:,2679,2679,2,curated_daily_4000,
d2000_2680,daily_conversation,nu sunt disponibil,I am not available,nu sunt disponibil / I am not available,j;,2680,2680,2,curated_daily_4000,
d2000_2681,daily_conversation,am uitat,I forgot,am uitat / I forgot,j=,2681,2681,2,curated_daily_4000,
d2000_2682,daily_conversation,îmi amintesc,I remember,îmi amintesc / I remember,j?,2682,2682,2,curated_daily_4000,
d2000_2683,daily_conversation,nu am timp,I have no time,nu am timp / I have no time,j@,2683,2683,2,curated_daily_4000,
d2000_2684,daily_conversation,am timp,I have time,am timp / I have time,j^,2684,2684,2,curated_daily_4000,
d2000_2685,daily_conversation,este clar,it is clear,este clar / it is clear,j_,2685,2685,2,curated_daily_4000,
d2000_2686,daily_conversation,nu este clar,it is not clear,nu este clar / it is not clear,j~,2686,2686,2,curated_daily_4000,
d2000_2687,daily_conversation,hai să continuăm,let us continue,hai să continuăm / let us continue,k0,2687,2687,2,curated_daily_4000,
d2000_2688,daily_conversation,hai să oprim,let us stop,hai să oprim / let us stop,k1,2688,2688,2,curated_daily_4000,
d2000_2689,daily_conversation,confirm primirea,confirm receipt,confirm primirea / confirm receipt,k2,2689,2689,2,curated_daily_4000,
d2000_2690,daily_conversation,aștept răspunsul,I await the response,aștept răspunsul / I await the response,k3,2690,2690,2,curated_daily_4000,
d2000_2691,daily_conversation,verific acum,checking now,verific acum / checking now,k4,2691,2691,2,curated_daily_4000,
d2000_2692,daily_conversation,am verificat,I checked,am verificat / I checked,k5,2692,2692,2,curated_daily_4000,
d2000_2693,emotions,încrezător,confident,încrezător / confident,k6,2693,2693,2,curated_emotion_4000,
d2000_2694,emotions,rușinat,ashamed,rușinat / ashamed,k7,2694,2694,2,curated_emotion_4000,
d2000_2695,emotions,recunoscător,grateful,recunoscător / grateful,k8,2695,2695,2,curated_emotion_4000,
d2000_2696,emotions,dezamăgit,disappointed,dezamăgit / disappointed,k9,2696,2696,2,curated_emotion_4000,
d2000_2697,emotions,încântat,delighted,încântat / delighted,kB,2697,2697,2,curated_emotion_4000,
d2000_2698,emotions,speriat,afraid,speriat / afraid,kC,2698,2698,2,curated_emotion_4000,
d2000_2699,emotions,frustrat,frustrated,frustrat / frustrated,kD,2699,2699,2,curated_emotion_4000,
d2000_2700,emotions,nerăbdător,impatient,nerăbdător / impatient,kF,2700,2700,2,curated_emotion_4000,
d2000_2701,emotions,răbdător,patient,răbdător / patient,kG,2701,2701,2,curated_emotion_4000,
d2000_2702,emotions,hotărât,determined,hotărât / determined,kH,2702,2702,2,curated_emotion_4000,
d2000_2703,emotions,ezitant,hesitant,ezitant / hesitant,kJ,2703,2703,2,curated_emotion_4000,
d2000_2704,emotions,sceptic,skeptical,sceptic / skeptical,kK,2704,2704,2,curated_emotion_4000,
d2000_2705,emotions,încurajat,encouraged,încurajat / encouraged,kL,2705,2705,2,curated_emotion_4000,
d2000_2706,emotions,descurajat,discouraged,descurajat / discouraged,kM,2706,2706,2,curated_emotion_4000,
d2000_2707,emotions,ușurat,relieved,ușurat / relieved,kN,2707,2707,2,curated_emotion_4000,
d2000_2708,emotions,tensionat,tense,tensionat / tense,kP,2708,2708,2,curated_emotion_4000,
d2000_2709,emotions,sigur pe sine,self assured,sigur pe sine / self assured,kQ,2709,2709,2,curated_emotion_4000,
d2000_2710,emotions,copleșit,overwhelmed,copleșit / overwhelmed,kR,2710,2710,2,curated_emotion_4000,
d2000_2711,emotions,inspirat,inspired,inspirat / inspired,kS,2711,2711,2,curated_emotion_4000,
d2000_2712,emotions,epuizat,exhausted,epuizat / exhausted,kT,2712,2712,2,curated_emotion_4000,
d2000_2713,emotions,neliniștit,uneasy,neliniștit / uneasy,kV,2713,2713,2,curated_emotion_4000,
d2000_2714,emotions,mulțumit de rezultat,happy with result,mulțumit de rezultat / happy with result,kW,2714,2714,2,curated_emotion_4000,
d2000_2715,emotions,nemulțumit de rezultat,unhappy with result,nemulțumit de rezultat / unhappy with result,kX,2715,2715,2,curated_emotion_4000,
d2000_2716,emotions,dornic să învăț,eager to learn,dornic să învăț / eager to learn,kY,2716,2716,2,curated_emotion_4000,
d2000_2717,emotions,prudent,cautious,prudent / cautious,kZ,2717,2717,2,curated_emotion_4000,
d2000_2718,adjectives,mic,small,mic / small,kb,2718,2718,2,curated_adjective_4000,
d2000_2719,adjectives,mare,large,mare / large,kc,2719,2719,2,curated_adjective_4000,
d2000_2720,adjectives,scurt,short,scurt / short,kd,2720,2720,2,curated_adjective_4000,
d2000_2721,adjectives,lung,long,lung / long,kf,2721,2721,2,curated_adjective_4000,
d2000_2722,adjectives,nou,new,nou / new,kg,2722,2722,2,curated_adjective_4000,
d2000_2723,adjectives,vechi,old,vechi / old,kh,2723,2723,2,curated_adjective_4000,
d2000_2724,adjectives,rapid,quick,rapid / quick,kj,2724,2724,2,curated_adjective_4000,
d2000_2725,adjectives,încet,slow,încet / slow,kk,2725,2725,2,curated_adjective_4000,
d2000_2726,adjectives,simplu,simple,simplu / simple,kl,2726,2726,2,curated_adjective_4000,
d2000_2727,adjectives,complex,complex,complex / complex,km,2727,2727,2,curated_adjective_4000,
d2000_2728,adjectives,clar,clear,clar / clear,kn,2728,2728,2,curated_adjective_4000,
d2000_2729,adjectives,neclar,unclear,neclar / unclear,kp,2729,2729,2,curated_adjective_4000,
d2000_2730,adjectives,sigur,safe,sigur / safe,kq,2730,2730,2,curated_adjective_4000,
d2000_2731,adjectives,nesigur,unsafe,nesigur / unsafe,kr,2731,2731,2,curated_adjective_4000,
d2000_2732,adjectives,util,useful,util / useful,ks,2732,2732,2,curated_adjective_4000,
d2000_2733,adjectives,inutil,useless,inutil / useless,kt,2733,2733,2,curated_adjective_4000,
d2000_2734,adjectives,corect,correct,corect / correct,kv,2734,2734,2,curated_adjective_4000,
d2000_2735,adjectives,incorect,incorrect,incorect / incorrect,kw,2735,2735,2,curated_adjective_4000,
d2000_2736,adjectives,complet,complete,complet / complete,kx,2736,2736,2,curated_adjective_4000,
d2000_2737,adjectives,incomplet,incomplete,incomplet / incomplete,ky,2737,2737,2,curated_adjective_4000,
d2000_2738,adjectives,stabil,stable,stabil / stable,kz,2738,2738,2,curated_adjective_4000,
d2000_2739,adjectives,instabil,unstable,instabil / unstable,k!,2739,2739,2,curated_adjective_4000,
d2000_2740,adjectives,ieftin,cheap,ieftin / cheap,k#,2740,2740,2,curated_adjective_4000,
d2000_2741,adjectives,scump,expensive,scump / expensive,k$,2741,2741,2,curated_adjective_4000,
d2000_2742,adjectives,ușor,easy,ușor / easy,k%,2742,2742,2,curated_adjective_4000,
d2000_2743,adjectives,greu,hard,greu / hard,k&,2743,2743,2,curated_adjective_4000,
d2000_2744,adjectives,vizibil,visible,vizibil / visible,k*,2744,2744,2,curated_adjective_4000,
d2000_2745,adjectives,ascuns,hidden,ascuns / hidden,k+,2745,2745,2,curated_adjective_4000,
d2000_2746,adjectives,activ,active,activ / active,k.,2746,2746,2,curated_adjective_4000,
d2000_2747,adjectives,inactiv,inactive,inactiv / inactive,k/,2747,2747,2,curated_adjective_4000,
d2000_2748,adjectives,public,public,public / public,k:,2748,2748,2,curated_adjective_4000,
d2000_2749,adjectives,privat,private,privat / private,k;,2749,2749,2,curated_adjective_4000,
d2000_2750,adjectives,automat,automatic,automat / automatic,k=,2750,2750,2,curated_adjective_4000,
d2000_2751,adjectives,manual,manual,manual / manual,k?,2751,2751,2,curated_adjective_4000,
d2000_2752,adjectives,sincron,synchronous,sincron / synchronous,k@,2752,2752,2,curated_adjective_4000,
d2000_2753,adjectives,asincron,asynchronous,asincron / asynchronous,k^,2753,2753,2,curated_adjective_4000,
d2000_2754,adjectives,local,local,local / local,k_,2754,2754,2,curated_adjective_4000,
d2000_2755,adjectives,global,global,global / global,k~,2755,2755,2,curated_adjective_4000,
d2000_2756,adjectives,temporar,temporary,temporar / temporary,l0,2756,2756,2,curated_adjective_4000,
d2000_2757,adjectives,permanent,permanent,permanent / permanent,l1,2757,2757,2,curated_adjective_4000,
d2000_2758,adjectives,critic,critical,critic / critical,l2,2758,2758,2,curated_adjective_4000,
d2000_2759,adjectives,opțional,optional,opțional / optional,l3,2759,2759,2,curated_adjective_4000,
d2000_2760,adjectives,obligatoriu,required,obligatoriu / required,l4,2760,2760,2,curated_adjective_4000,
d2000_2761,adjectives,valid,valid,valid / valid,l5,2761,2761,2,curated_adjective_4000,
d2000_2762,adjectives,invalid,invalid,invalid / invalid,l6,2762,2762,2,curated_adjective_4000,
d2000_2763,adjectives,compact,compact,compact / compact,l7,2763,2763,2,curated_adjective_4000,
d2000_2764,adjectives,redundant,redundant,redundant / redundant,l8,2764,2764,2,curated_adjective_4000,
d2000_2765,adjectives,ambiguu,ambiguous,ambiguu / ambiguous,l9,2765,2765,2,curated_adjective_4000,
d2000_2766,adjectives,precis,precise,precis / precise,lB,2766,2766,2,curated_adjective_4000,
d2000_2767,adjectives,aproximativ,approximate,aproximativ / approximate,lC,2767,2767,2,curated_adjective_4000,
d2000_2768,places,sală de clasă,classroom,sală de clasă / classroom,lD,2768,2768,2,curated_place_4000,
d2000_2769,places,laborator,laboratory,laborator / laboratory,lF,2769,2769,2,curated_place_4000,
d2000_2770,places,campus,campus,campus / campus,lG,2770,2770,2,curated_place_4000,
d2000_2771,places,amfiteatru,lecture hall,amfiteatru / lecture hall,lH,2771,2771,2,curated_place_4000,
d2000_2772,places,secretariat,administration office,secretariat / administration office,lJ,2772,2772,2,curated_place_4000,
d2000_2773,places,cantină,cafeteria,cantină / cafeteria,lK,2773,2773,2,curated_place_4000,
d2000_2774,places,cămin,dormitory,cămin / dormitory,lL,2774,2774,2,curated_place_4000,
d2000_2775,places,sală de ședințe,meeting room,sală de ședințe / meeting room,lM,2775,2775,2,curated_place_4000,
d2000_2776,places,centru de date,data center,centru de date / data center,lN,2776,2776,2,curated_place_4000,
d2000_2777,places,mașină virtuală,virtual machine,mașină virtuală / virtual machine,lP,2777,2777,2,curated_place_4000,
d2000_2778,places,container,container,container / container,lQ,2778,2778,2,curated_place_4000,
d2000_2779,places,nod,node,nod / node,lR,2779,2779,2,curated_place_4000,
d2000_2780,places,cluster,cluster,cluster / cluster,lS,2780,2780,2,curated_place_4000,
d2000_2781,places,depozit de cod,code repository,depozit de cod / code repository,lT,2781,2781,2,curated_place_4000,
d2000_2782,places,registru,registry,registru / registry,lV,2782,2782,2,curated_place_4000,
d2000_2783,places,canal,channel,canal / channel,lW,2783,2783,2,curated_place_4000,
d2000_2784,places,spațiu de nume,namespace,spațiu de nume / namespace,lX,2784,2784,2,curated_place_4000,
d2000_2785,places,mediu de test,test environment,mediu de test / test environment,lY,2785,2785,2,curated_place_4000,
d2000_2786,places,mediu de producție,production environment,mediu de producție / production environment,lZ,2786,2786,2,curated_place_4000,
d2000_2787,places,zonă sigură,safe zone,zonă sigură / safe zone,lb,2787,2787,2,curated_place_4000,
d2000_2788,places,zonă izolată,isolated zone,zonă izolată / isolated zone,lc,2788,2788,2,curated_place_4000,
d2000_2789,places,subrețea,subnet,subrețea / subnet,ld,2789,2789,2,curated_place_4000,
d2000_2790,places,gateway,gateway,gateway / gateway,lf,2790,2790,2,curated_place_4000,
d2000_2791,places,punct final,endpoint,punct final / endpoint,lg,2791,2791,2,curated_place_4000,
d2000_2792,objects,caiet,notebook,caiet / notebook,lh,2792,2792,2,curated_object_4000,
d2000_2793,objects,manual,textbook,manual / textbook,lj,2793,2793,2,curated_object_4000,
d2000_2794,objects,marker,marker,marker / marker,lk,2794,2794,2,curated_object_4000,
d2000_2795,objects,tablă,board,tablă / board,ll,2795,2795,2,curated_object_4000,
d2000_2796,objects,proiector,projector,proiector / projector,lm,2796,2796,2,curated_object_4000,
d2000_2797,objects,rucsac,backpack,rucsac / backpack,ln,2797,2797,2,curated_object_4000,
d2000_2798,objects,formular de înscriere,enrollment form,formular de înscriere / enrollment form,lp,2798,2798,2,curated_object_4000,
d2000_2799,objects,legitimație,identity card,legitimație / identity card,lq,2799,2799,2,curated_object_4000,
d2000_2800,objects,certificat,certificate,certificat / certificate,lr,2800,2800,2,curated_object_4000,
d2000_2801,objects,diplomă,diploma,diplomă / diploma,ls,2801,2801,2,curated_object_4000,
d2000_2802,objects,grafic,chart,grafic / chart,lt,2802,2802,2,curated_object_4000,
d2000_2803,objects,diagramă,diagram,diagramă / diagram,lv,2803,2803,2,curated_object_4000,
d2000_2804,objects,matrice,matrix,matrice / matrix,lw,2804,2804,2,curated_object_4000,
d2000_2805,objects,vector,vector,vector / vector,lx,2805,2805,2,curated_object_4000,
d2000_2806,objects,set de date,dataset,set de date / dataset,ly,2806,2806,2,curated_object_4000,
d2000_2807,objects,model de date,data model,model de date / data model,lz,2807,2807,2,curated_object_4000,
d2000_2808,objects,cheie api,api key,cheie api / api key,l!,2808,2808,2,curated_object_4000,
d2000_2809,objects,token de acces,access token,token de acces / access token,l#,2809,2809,2,curated_object_4000,
d2000_2810,objects,parolă temporară,temporary password,parolă temporară / temporary password,l$,2810,2810,2,curated_object_4000,
d2000_2811,objects,copie de rezervă,backup,copie de rezervă / backup,l%,2811,2811,2,curated_object_4000,
d2000_2812,objects,arhivă,archive,arhivă / archive,l&,2812,2812,2,curated_object_4000,
d2000_2813,objects,imprimantă,printer,imprimantă / printer,l*,2813,2813,2,curated_object_4000,
d2000_2814,objects,router,router,router / router,l+,2814,2814,2,curated_object_4000,
d2000_2815,objects,comutator de rețea,network switch,comutator de rețea / network switch,l.,2815,2815,2,curated_object_4000,
d2000_2816,objects,senzor,sensor,senzor / sensor,l/,2816,2816,2,curated_object_4000,
d2000_2817,objects,jurnal de sistem,system log,jurnal de sistem / system log,l:,2817,2817,2,curated_object_4000,
d2000_2818,objects,fișier de configurare,configuration file,fișier de configurare / configuration file,l;,2818,2818,2,curated_object_4000,
d2000_2819,objects,imagine container,container image,imagine container / container image,l=,2819,2819,2,curated_object_4000,
d2000_2820,objects,cheie ssh,ssh key,cheie ssh / ssh key,l?,2820,2820,2,curated_object_4000,
d2000_2821,objects,certificat tls,tls certificate,certificat tls / tls certificate,l@,2821,2821,2,curated_object_4000,
d2000_2822,school/university words,lecție,lesson,lecție / lesson,l^,2822,2822,2,curated_school_4000,
d2000_2823,school/university words,curs,course,curs / course,l_,2823,2823,2,curated_school_4000,
d2000_2824,school/university words,seminar,seminar,seminar / seminar,l~,2824,2824,2,curated_school_4000,
d2000_2825,school/university words,laborator didactic,teaching lab,laborator didactic / teaching lab,m0,2825,2825,2,curated_school_4000,
d2000_2826,school/university words,temă,homework,temă / homework,m1,2826,2826,2,curated_school_4000,
d2000_2827,school/university words,proiect de curs,course project,proiect de curs / course project,m2,2827,2827,2,curated_school_4000,
d2000_2828,school/university words,examen,exam,examen / exam,m3,2828,2828,2,curated_school_4000,
d2000_2829,school/university words,test grilă,quiz,test grilă / quiz,m4,2829,2829,2,curated_school_4000,
d2000_2830,school/university words,notă,grade,notă / grade,m5,2830,2830,2,curated_school_4000,
d2000_2831,school/university words,credit,credit,credit / credit,m6,2831,2831,2,curated_school_4000,
d2000_2832,school/university words,profesor universitar,professor,profesor universitar / professor,m7,2832,2832,2,curated_school_4000,
d2000_2833,school/university words,asistent universitar,teaching assistant,asistent universitar / teaching assistant,m8,2833,2833,2,curated_school_4000,
d2000_2834,school/university words,student masterand,graduate student,student masterand / graduate student,m9,2834,2834,2,curated_school_4000,
d2000_2835,school/university words,student doctorand,doctoral student,student doctorand / doctoral student,mB,2835,2835,2,curated_school_4000,
d2000_2836,school/university words,programă,syllabus,programă / syllabus,mC,2836,2836,2,curated_school_4000,
d2000_2837,school/university words,bibliografie,bibliography,bibliografie / bibliography,mD,2837,2837,2,curated_school_4000,
d2000_2838,school/university words,lucrare,paper,lucrare / paper,mF,2838,2838,2,curated_school_4000,
d2000_2839,school/university words,teză,thesis,teză / thesis,mG,2839,2839,2,curated_school_4000,
d2000_2840,school/university words,disertație,dissertation,disertație / dissertation,mH,2840,2840,2,curated_school_4000,
d2000_2841,school/university words,prezentare,presentation,prezentare / presentation,mJ,2841,2841,2,curated_school_4000,
d2000_2842,school/university words,absență,absence,absență / absence,mK,2842,2842,2,curated_school_4000,
d2000_2843,school/university words,prezență,attendance,prezență / attendance,mL,2843,2843,2,curated_school_4000,
d2000_2844,school/university words,orar,timetable,orar / timetable,mM,2844,2844,2,curated_school_4000,
d2000_2845,school/university words,sesiune,exam session,sesiune / exam session,mN,2845,2845,2,curated_school_4000,
d2000_2846,school/university words,admitere,admission,admitere / admission,mP,2846,2846,2,curated_school_4000,
d2000_2847,school/university words,înscriere,enrollment,înscriere / enrollment,mQ,2847,2847,2,curated_school_4000,
d2000_2848,school/university words,bursă,scholarship,bursă / scholarship,mR,2848,2848,2,curated_school_4000,
d2000_2849,school/university words,facultate,faculty,facultate / faculty,mS,2849,2849,2,curated_school_4000,
d2000_2850,school/university words,departament,department,departament / department,mT,2850,2850,2,curated_school_4000,
d2000_2851,school/university words,disciplină,subject,disciplină / subject,mV,2851,2851,2,curated_school_4000,
d2000_2852,school/university words,matematică,mathematics,matematică / mathematics,mW,2852,2852,2,curated_school_4000,
d2000_2853,school/university words,informatică,computer science,informatică / computer science,mX,2853,2853,2,curated_school_4000,
d2000_2854,school/university words,fizică,physics,fizică / physics,mZ,2854,2854,2,curated_school_4000,
d2000_2855,school/university words,chimie,chemistry,chimie / chemistry,mb,2855,2855,2,curated_school_4000,
d2000_2856,school/university words,biologie,biology,biologie / biology,mc,2856,2856,2,curated_school_4000,
d2000_2857,school/university words,istorie,history,istorie / history,md,2857,2857,2,curated_school_4000,
d2000_2858,school/university words,lingvistică,linguistics,lingvistică / linguistics,mf,2858,2858,2,curated_school_4000,
d2000_2859,school/university words,logică,logic,logică / logic,mg,2859,2859,2,curated_school_4000,
d2000_2860,school/university words,statistică,statistics,statistică / statistics,mh,2860,2860,2,curated_school_4000,
d2000_2861,school/university words,algoritmi,algorithms,algoritmi / algorithms,mj,2861,2861,2,curated_school_4000,
d2000_2862,school/university words,structuri de date,data structures,structuri de date / data structures,mk,2862,2862,2,curated_school_4000,
d2000_2863,school/university words,baze de date,databases,baze de date / databases,ml,2863,2863,2,curated_school_4000,
d2000_2864,school/university words,sisteme de operare,operating systems,sisteme de operare / operating systems,mm,2864,2864,2,curated_school_4000,
