id,category,ro,en,meaning,compact_token,frequency_rank,source_rank,token_length,source,notes
d2000_3449,questions,cum folosesc ramură principală?,how do I use main branch?,cum folosesc ramură principală? / how do I use main branch?,x5,3449,3449,2,template_4000_use_question,
d2000_3450,requests,verifică ramură principală,check main branch,verifică ramură principală / check main branch,x6,3450,3450,2,template_4000_check,
d2000_3451,common_phrases,explică etichetă git,explain git tag,explică etichetă git / explain git tag,x7,3451,3451,2,template_4000_explain,
d2000_3452,common_phrases,rezumă etichetă git,summarize git tag,rezumă etichetă git / summarize git tag,x8,3452,3452,2,template_4000_summarize,
d2000_3453,questions,cum folosesc etichetă git?,how do I use git tag?,cum folosesc etichetă git? / how do I use git tag?,x9,3453,3453,2,template_4000_use_question,
d2000_3454,requests,verifică etichetă git,check git tag,verifică etichetă git / check git tag,xB,3454,3454,2,template_4000_check,
d2000_3455,common_phrases,explică conflict de merge,explain merge conflict,explică conflict de merge / explain merge conflict,xC,3455,3455,2,template_4000_explain,
d2000_3456,common_phrases,rezumă conflict de merge,summarize merge conflict,rezumă conflict de merge / summarize merge conflict,xD,3456,3456,2,template_4000_summarize,
d2000_3457,questions,cum folosesc conflict de merge?,how do I use merge conflict?,cum folosesc conflict de merge? / how do I use merge conflict?,xF,3457,3457,2,template_4000_use_question,
d2000_3458,requests,verifică conflict de merge,check merge conflict,verifică conflict de merge / check merge conflict,xG,3458,3458,2,template_4000_check,
d2000_3459,common_phrases,explică pipeline ci,explain ci pipeline,explică pipeline ci / explain ci pipeline,xH,3459,3459,2,template_4000_explain,
d2000_3460,common_phrases,rezumă pipeline ci,summarize ci pipeline,rezumă pipeline ci / summarize ci pipeline,xJ,3460,3460,2,template_4000_summarize,
d2000_3461,questions,cum folosesc pipeline ci?,how do I use ci pipeline?,cum folosesc pipeline ci? / how do I use ci pipeline?,xK,3461,3461,2,template_4000_use_question,
d2000_3462,requests,verifică pipeline ci,check ci pipeline,verifică pipeline ci / check ci pipeline,xL,3462,3462,2,template_4000_check,
d2000_3463,common_phrases,explică artefact build,explain build artifact,explică artefact build / explain build artifact,xM,3463,3463,2,template_4000_explain,
d2000_3464,common_phrases,rezumă artefact build,summarize build artifact,rezumă artefact build / summarize build artifact,xN,3464,3464,2,template_4000_summarize,
d2000_3465,questions,cum folosesc artefact build?,how do I use build artifact?,cum folosesc artefact build? / how do I use build artifact?,xP,3465,3465,2,template_4000_use_question,
d2000_3466,requests,verifică artefact build,check build artifact,verifică artefact build / check build artifact,xQ,3466,3466,2,template_4000_check,
d2000_3467,common_phrases,explică variabilă de mediu,explain environment variable,explică variabilă de mediu / explain environment variable,xR,3467,3467,2,template_4000_explain,
d2000_3468,common_phrases,rezumă variabilă de mediu,summarize environment variable,rezumă variabilă de mediu / summarize environment variable,xS,3468,3468,2,template_4000_summarize,
d2000_3469,questions,cum folosesc variabilă de mediu?,how do I use environment variable?,cum folosesc variabilă de mediu? / how do I use environment variable?,xT,3469,3469,2,template_4000_use_question,
d2000_3470,requests,verifică variabilă de mediu,check environment variable,verifică variabilă de mediu / check environment variable,xV,3470,3470,2,template_4000_check,
d2000_3471,common_phrases,explică secret,explain secret,explică secret / explain secret,xW,3471,3471,2,template_4000_explain,
d2000_3472,common_phrases,rezumă secret,summarize secret,rezumă secret / summarize secret,xX,3472,3472,2,template_4000_summarize,
d2000_3473,questions,cum folosesc secret?,how do I use secret?,cum folosesc secret? / how do I use secret?,xY,3473,3473,2,template_4000_use_question,
d2000_3474,requests,verifică secret,check secret,verifică secret / check secret,xZ,3474,3474,2,template_4000_check,
d2000_3475,common_phrases,explică containerizare,explain containerization,explică containerizare / explain containerization,xb,3475,3475,2,template_4000_explain,
d2000_3476,common_phrases,rezumă containerizare,summarize containerization,rezumă containerizare / summarize containerization,xc,3476,3476,2,template_4000_summarize,
d2000_3477,questions,cum folosesc containerizare?,how do I use containerization?,cum folosesc containerizare? / how do I use containerization?,xd,3477,3477,2,template_4000_use_question,
d2000_3478,requests,verifică containerizare,check containerization,verifică containerizare / check containerization,xf,3478,3478,2,template_4000_check,
d2000_3479,common_phrases,explică orchestrare,explain orchestration,explică orchestrare / explain orchestration,xg,3479,3479,2,template_4000_explain,
d2000_3480,common_phrases,rezumă orchestrare,summarize orchestration,rezumă orchestrare / summarize orchestration,xh,3480,3480,2,template_4000_summarize,
d2000_3481,questions,cum folosesc orchestrare?,how do I use orchestration?,cum folosesc orchestrare? / how do I use orchestration?,xj,3481,3481,2,template_4000_use_question,
d2000_3482,requests,verifică orchestrare,check orchestration,verifică orchestrare / check orchestration,xk,3482,3482,2,template_4000_check,
d2000_3483,common_phrases,explică observabilitate,explain observability,explică observabilitate / explain observability,xl,3483,3483,2,template_4000_explain,
d2000_3484,common_phrases,rezumă observabilitate,summarize observability,rezumă observabilitate / summarize observability,xm,3484,3484,2,template_4000_summarize,
d2000_3485,questions,cum folosesc observabilitate?,how do I use observability?,cum folosesc observabilitate? / how do I use observability?,xn,3485,3485,2,template_4000_use_question,
d2000_3486,requests,verifică observabilitate,check observability,verifică observabilitate / check observability,xp,3486,3486,2,template_4000_check,
d2000_3487,common_phrases,explică telemetrie,explain telemetry,explică telemetrie / explain telemetry,xq,3487,3487,2,template_4000_explain,
d2000_3488,common_phrases,rezumă telemetrie,summarize telemetry,rezumă telemetrie / summarize telemetry,xr,3488,3488,2,template_4000_summarize,
d2000_3489,questions,cum folosesc telemetrie?,how do I use telemetry?,cum folosesc telemetrie? / how do I use telemetry?,xs,3489,3489,2,template_4000_use_question,
d2000_3490,requests,verifică telemetrie,check telemetry,verifică telemetrie / check telemetry,xt,3490,3490,2,template_4000_check,
d2000_3491,common_phrases,explică trasare,explain tracing,explică trasare / explain tracing,xv,3491,3491,2,template_4000_explain,
d2000_3492,common_phrases,rezumă trasare,summarize tracing,rezumă trasare / summarize tracing,xw,3492,3492,2,template_4000_summarize,
d2000_3493,questions,cum folosesc trasare?,how do I use tracing?,cum folosesc trasare? / how do I use tracing?,xx,3493,3493,2,template_4000_use_question,
d2000_3494,requests,verifică trasare,check tracing,verifică trasare / check tracing,xy,3494,3494,2,template_4000_check,
d2000_3495,common_phrases,explică metrici de sistem,explain system metrics,explică metrici de sistem / explain system metrics,xz,3495,3495,2,template_4000_explain,
d2000_3496,common_phrases,rezumă metrici de sistem,summarize system metrics,rezumă metrici de sistem / summarize system metrics,x!,3496,3496,2,template_4000_summarize,
d2000_3497,questions,cum folosesc metrici de sistem?,how do I use system metrics?,cum folosesc metrici de sistem? / how do I use system metrics?,x#,3497,3497,2,template_4000_use_question,
d2000_3498,requests,verifică metrici de sistem,check system metrics,verifică metrici de sistem / check system metrics,x$,3498,3498,2,template_4000_check,
d2000_3499,common_phrases,explică alertă,explain alert,explică alertă / explain alert,x%,3499,3499,2,template_4000_explain,
d2000_3500,common_phrases,rezumă alertă,summarize alert,rezumă alertă / summarize alert,x&,3500,3500,2,template_4000_summarize,
d2000_3501,questions,cum folosesc alertă?,how do I use alert?,cum folosesc alertă? / how do I use alert?,x*,3501,3501,2,template_4000_use_question,
d2000_3502,requests,verifică alertă,check alert,verifică alertă / check alert,x+,3502,3502,2,template_4000_check,
d2000_3503,common_phrases,explică incident,explain incident,explică incident / explain incident,x.,3503,3503,2,template_4000_explain,
d2000_3504,common_phrases,rezumă incident,summarize incident,rezumă incident / summarize incident,x/,3504,3504,2,template_4000_summarize,
d2000_3505,questions,cum folosesc incident?,how do I use incident?,cum folosesc incident? / how do I use incident?,x:,3505,3505,2,template_4000_use_question,
d2000_3506,requests,verifică incident,check incident,verifică incident / check incident,x;,3506,3506,2,template_4000_check,
d2000_3507,common_phrases,explică model lingvistic mare,explain large language model,explică model lingvistic mare / explain large language model,x=,3507,3507,2,template_4000_explain,
d2000_3508,common_phrases,rezumă model lingvistic mare,summarize large language model,rezumă model lingvistic mare / summarize large language model,x?,3508,3508,2,template_4000_summarize,
d2000_3509,questions,cum folosesc model lingvistic mare?,how do I use large language model?,cum folosesc model lingvistic mare? / how do I use large language model?,x@,3509,3509,2,template_4000_use_question,
d2000_3510,requests,verifică model lingvistic mare,check large language model,verifică model lingvistic mare / check large language model,x^,3510,3510,2,template_4000_check,
d2000_3511,common_phrases,explică fereastră de context,explain context window,explică fereastră de context / explain context window,x_,3511,3511,2,template_4000_explain,
d2000_3512,common_phrases,rezumă fereastră de context,summarize context window,rezumă fereastră de context / summarize context window,x~,3512,3512,2,template_4000_summarize,
d2000_3513,questions,cum folosesc fereastră de context?,how do I use context window?,cum folosesc fereastră de context? / how do I use context window?,y0,3513,3513,2,template_4000_use_question,
d2000_3514,requests,verifică fereastră de context,check context window,verifică fereastră de context / check context window,y1,3514,3514,2,template_4000_check,
d2000_3515,common_phrases,explică tokenizare,explain tokenization,explică tokenizare / explain tokenization,y2,3515,3515,2,template_4000_explain,
d2000_3516,common_phrases,rezumă tokenizare,summarize tokenization,rezumă tokenizare / summarize tokenization,y3,3516,3516,2,template_4000_summarize,
d2000_3517,questions,cum folosesc tokenizare?,how do I use tokenization?,cum folosesc tokenizare? / how do I use tokenization?,y4,3517,3517,2,template_4000_use_question,
d2000_3518,requests,verifică tokenizare,check tokenization,verifică tokenizare / check tokenization,y5,3518,3518,2,template_4000_check,
d2000_3519,common_phrases,explică token de intrare,explain input token,explică token de intrare / explain input token,y6,3519,3519,2,template_4000_explain,
d2000_3520,common_phrases,rezumă token de intrare,summarize input token,rezumă token de intrare / summarize input token,y7,3520,3520,2,template_4000_summarize,
d2000_3521,questions,cum folosesc token de intrare?,how do I use input token?,cum folosesc token de intrare? / how do I use input token?,y8,3521,3521,2,template_4000_use_question,
d2000_3522,requests,verifică token de intrare,check input token,verifică token de intrare / check input token,y9,3522,3522,2,template_4000_check,
d2000_3523,common_phrases,explică token de ieșire,explain output token,explică token de ieșire / explain output token,yB,3523,3523,2,template_4000_explain,
d2000_3524,common_phrases,rezumă token de ieșire,summarize output token,rezumă token de ieșire / summarize output token,yC,3524,3524,2,template_4000_summarize,
d2000_3525,questions,cum folosesc token de ieșire?,how do I use output token?,cum folosesc token de ieșire? / how do I use output token?,yD,3525,3525,2,template_4000_use_question,
d2000_3526,requests,verifică token de ieșire,check output token,verifică token de ieșire / check output token,yF,3526,3526,2,template_4000_check,
d2000_3527,common_phrases,explică prompt de sistem,explain system prompt,explică prompt de sistem / explain system prompt,yG,3527,3527,2,template_4000_explain,
d2000_3528,common_phrases,rezumă prompt de sistem,summarize system prompt,rezumă prompt de sistem / summarize system prompt,yH,3528,3528,2,template_4000_summarize,
d2000_3529,questions,cum folosesc prompt de sistem?,how do I use system prompt?,cum folosesc prompt de sistem? / how do I use system prompt?,yJ,3529,3529,2,template_4000_use_question,
d2000_3530,requests,verifică prompt de sistem,check system prompt,verifică prompt de sistem / check system prompt,yK,3530,3530,2,template_4000_check,
d2000_3531,common_phrases,explică prompt de utilizator,explain user prompt,explică prompt de utilizator / explain user prompt,yL,3531,3531,2,template_4000_explain,
d2000_3532,common_phrases,rezumă prompt de utilizator,summarize user prompt,rezumă prompt de utilizator / summarize user prompt,yM,3532,3532,2,template_4000_summarize,
d2000_3533,questions,cum folosesc prompt de utilizator?,how do I use user prompt?,cum folosesc prompt de utilizator? / how do I use user prompt?,yN,3533,3533,2,template_4000_use_question,
d2000_3534,requests,verifică prompt de utilizator,check user prompt,verifică prompt de utilizator / check user prompt,yP,3534,3534,2,template_4000_check,
d2000_3535,common_phrases,explică mesaj asistent,explain assistant message,explică mesaj asistent / explain assistant message,yQ,3535,3535,2,template_4000_explain,
d2000_3536,common_phrases,rezumă mesaj asistent,summarize assistant message,rezumă mesaj asistent / summarize assistant message,yR,3536,3536,2,template_4000_summarize,
d2000_3537,questions,cum folosesc mesaj asistent?,how do I use assistant message?,cum folosesc mesaj asistent? / how do I use assistant message?,yS,3537,3537,2,template_4000_use_question,
d2000_3538,requests,verifică mesaj asistent,check assistant message,verifică mesaj asistent / check assistant message,yT,3538,3538,2,template_4000_check,
d2000_3539,common_phrases,explică raționament,explain reasoning,explică raționament / explain reasoning,yV,3539,3539,2,template_4000_explain,
d2000_3540,common_phrases,rezumă raționament,summarize reasoning,rezumă raționament / summarize reasoning,yW,3540,3540,2,template_4000_summarize,
d2000_3541,questions,cum folosesc raționament?,how do I use reasoning?,cum folosesc raționament? / how do I use reasoning?,yX,3541,3541,2,template_4000_use_question,
d2000_3542,requests,verifică raționament,check reasoning,verifică raționament / check reasoning,yY,3542,3542,2,template_4000_check,
d2000_3543,common_phrases,explică temperatură model,explain model temperature,explică temperatură model / explain model temperature,yZ,3543,3543,2,template_4000_explain,
d2000_3544,common_phrases,rezumă temperatură model,summarize model temperature,rezumă temperatură model / summarize model temperature,yb,3544,3544,2,template_4000_summarize,
d2000_3545,questions,cum folosesc temperatură model?,how do I use model temperature?,cum folosesc temperatură model? / how do I use model temperature?,yc,3545,3545,2,template_4000_use_question,
d2000_3546,requests,verifică temperatură model,check model temperature,verifică temperatură model / check model temperature,yd,3546,3546,2,template_4000_check,
d2000_3547,common_phrases,explică top p,explain top p,explică top p / explain top p,yf,3547,3547,2,template_4000_explain,
d2000_3548,common_phrases,rezumă top p,summarize top p,rezumă top p / summarize top p,yg,3548,3548,2,template_4000_summarize,
d2000_3549,questions,cum folosesc top p?,how do I use top p?,cum folosesc top p? / how do I use top p?,yh,3549,3549,2,template_4000_use_question,
d2000_3550,requests,verifică top p,check top p,verifică top p / check top p,yj,3550,3550,2,template_4000_check,
d2000_3551,common_phrases,explică eșantionare,explain sampling,explică eșantionare / explain sampling,yk,3551,3551,2,template_4000_explain,
d2000_3552,common_phrases,rezumă eșantionare,summarize sampling,rezumă eșantionare / summarize sampling,yl,3552,3552,2,template_4000_summarize,
d2000_3553,questions,cum folosesc eșantionare?,how do I use sampling?,cum folosesc eșantionare? / how do I use sampling?,ym,3553,3553,2,template_4000_use_question,
d2000_3554,requests,verifică eșantionare,check sampling,verifică eșantionare / check sampling,yn,3554,3554,2,template_4000_check,
d2000_3555,common_phrases,explică halucinație,explain hallucination,explică halucinație / explain hallucination,yp,3555,3555,2,template_4000_explain,
d2000_3556,common_phrases,rezumă halucinație,summarize hallucination,rezumă halucinație / summarize hallucination,yq,3556,3556,2,template_4000_summarize,
d2000_3557,questions,cum folosesc halucinație?,how do I use hallucination?,cum folosesc halucinație? / how do I use hallucination?,yr,3557,3557,2,template_4000_use_question,
d2000_3558,requests,verifică halucinație,check hallucination,verifică halucinație / check hallucination,ys,3558,3558,2,template_4000_check,
d2000_3559,common_phrases,explică ancorare,explain grounding,explică ancorare / explain grounding,yt,3559,3559,2,template_4000_explain,
d2000_3560,common_phrases,rezumă ancorare,summarize grounding,rezumă ancorare / summarize grounding,yv,3560,3560,2,template_4000_summarize,
d2000_3561,questions,cum folosesc ancorare?,how do I use grounding?,cum folosesc ancorare? / how do I use grounding?,yw,3561,3561,2,template_4000_use_question,
d2000_3562,requests,verifică ancorare,check grounding,verifică ancorare / check grounding,yx,3562,3562,2,template_4000_check,
d2000_3563,common_phrases,explică recuperare de informații,explain retrieval,explică recuperare de informații / explain retrieval,yy,3563,3563,2,template_4000_explain,
d2000_3564,common_phrases,rezumă recuperare de informații,summarize retrieval,rezumă recuperare de informații / summarize retrieval,yz,3564,3564,2,template_4000_summarize,
d2000_3565,questions,cum folosesc recuperare de informații?,how do I use retrieval?,cum folosesc recuperare de informații? / how do I use retrieval?,y!,3565,3565,2,template_4000_use_question,
d2000_3566,requests,verifică recuperare de informații,check retrieval,verifică recuperare de informații / check retrieval,y#,3566,3566,2,template_4000_check,
d2000_3567,common_phrases,explică rag,explain retrieval augmented generation,explică rag / explain retrieval augmented generation,y$,3567,3567,2,template_4000_explain,
d2000_3568,common_phrases,rezumă rag,summarize retrieval augmented generation,rezumă rag / summarize retrieval augmented generation,y%,3568,3568,2,template_4000_summarize,
d2000_3569,questions,cum folosesc rag?,how do I use retrieval augmented generation?,cum folosesc rag? / how do I use retrieval augmented generation?,y&,3569,3569,2,template_4000_use_question,
d2000_3570,requests,verifică rag,check retrieval augmented generation,verifică rag / check retrieval augmented generation,y*,3570,3570,2,template_4000_check,
d2000_3571,common_phrases,explică embedding,explain embedding,explică embedding / explain embedding,y+,3571,3571,2,template_4000_explain,
d2000_3572,common_phrases,rezumă embedding,summarize embedding,rezumă embedding / summarize embedding,y.,3572,3572,2,template_4000_summarize,
d2000_3573,questions,cum folosesc embedding?,how do I use embedding?,cum folosesc embedding? / how do I use embedding?,y/,3573,3573,2,template_4000_use_question,
d2000_3574,requests,verifică embedding,check embedding,verifică embedding / check embedding,y:,3574,3574,2,template_4000_check,
d2000_3575,common_phrases,explică spațiu vectorial,explain vector space,explică spațiu vectorial / explain vector space,y;,3575,3575,2,template_4000_explain,
d2000_3576,common_phrases,rezumă spațiu vectorial,summarize vector space,rezumă spațiu vectorial / summarize vector space,y=,3576,3576,2,template_4000_summarize,
d2000_3577,questions,cum folosesc spațiu vectorial?,how do I use vector space?,cum folosesc spațiu vectorial? / how do I use vector space?,y?,3577,3577,2,template_4000_use_question,
d2000_3578,requests,verifică spațiu vectorial,check vector space,verifică spațiu vectorial / check vector space,y@,3578,3578,2,template_4000_check,
d2000_3579,common_phrases,explică bază vectorială,explain vector database,explică bază vectorială / explain vector database,y^,3579,3579,2,template_4000_explain,
d2000_3580,common_phrases,rezumă bază vectorială,summarize vector database,rezumă bază vectorială / summarize vector database,y_,3580,3580,2,template_4000_summarize,
d2000_3581,questions,cum folosesc bază vectorială?,how do I use vector database?,cum folosesc bază vectorială? / how do I use vector database?,y~,3581,3581,2,template_4000_use_question,
d2000_3582,requests,verifică bază vectorială,check vector database,verifică bază vectorială / check vector database,z0,3582,3582,2,template_4000_check,
d2000_3583,common_phrases,explică similaritate cosinus,explain cosine similarity,explică similaritate cosinus / explain cosine similarity,z1,3583,3583,2,template_4000_explain,
d2000_3584,common_phrases,rezumă similaritate cosinus,summarize cosine similarity,rezumă similaritate cosinus / summarize cosine similarity,z2,3584,3584,2,template_4000_summarize,
d2000_3585,questions,cum folosesc similaritate cosinus?,how do I use cosine similarity?,cum folosesc similaritate cosinus? / how do I use cosine similarity?,z3,3585,3585,2,template_4000_use_question,
d2000_3586,requests,verifică similaritate cosinus,check cosine similarity,verifică similaritate cosinus / check cosine similarity,z4,3586,3586,2,template_4000_check,
d2000_3587,common_phrases,explică reranker,explain reranker,explică reranker / explain reranker,z5,3587,3587,2,template_4000_explain,
d2000_3588,common_phrases,rezumă reranker,summarize reranker,rezumă reranker / summarize reranker,z6,3588,3588,2,template_4000_summarize,
d2000_3589,questions,cum folosesc reranker?,how do I use reranker?,cum folosesc reranker? / how do I use reranker?,z7,3589,3589,2,template_4000_use_question,
d2000_3590,requests,verifică reranker,check reranker,verifică reranker / check reranker,z8,3590,3590,2,template_4000_check,
d2000_3591,common_phrases,explică clasificator,explain classifier,explică clasificator / explain classifier,z9,3591,3591,2,template_4000_explain,
d2000_3592,common_phrases,rezumă clasificator,summarize classifier,rezumă clasificator / summarize classifier,zB,3592,3592,2,template_4000_summarize,
d2000_3593,questions,cum folosesc clasificator?,how do I use classifier?,cum folosesc clasificator? / how do I use classifier?,zC,3593,3593,2,template_4000_use_question,
d2000_3594,requests,verifică clasificator,check classifier,verifică clasificator / check classifier,zD,3594,3594,2,template_4000_check,
d2000_3595,common_phrases,explică etichetare automată,explain automatic labeling,explică etichetare automată / explain automatic labeling,zF,3595,3595,2,template_4000_explain,
d2000_3596,common_phrases,rezumă etichetare automată,summarize automatic labeling,rezumă etichetare automată / summarize automatic labeling,zG,3596,3596,2,template_4000_summarize,
d2000_3597,questions,cum folosesc etichetare automată?,how do I use automatic labeling?,cum folosesc etichetare automată? / how do I use automatic labeling?,zH,3597,3597,2,template_4000_use_question,
d2000_3598,requests,verifică etichetare automată,check automatic labeling,verifică etichetare automată / check automatic labeling,zJ,3598,3598,2,template_4000_check,
d2000_3599,common_phrases,explică rezumat automat,explain automatic summary,explică rezumat automat / explain automatic summary,zK,3599,3599,2,template_4000_explain,
d2000_3600,common_phrases,rezumă rezumat automat,summarize automatic summary,rezumă rezumat automat / summarize automatic summary,zL,3600,3600,2,template_4000_summarize,
d2000_3601,questions,cum folosesc rezumat automat?,how do I use automatic summary?,cum folosesc rezumat automat? / how do I use automatic summary?,zM,3601,3601,2,template_4000_use_question,
d2000_3602,requests,verifică rezumat automat,check automatic summary,verifică rezumat automat / check automatic summary,zN,3602,3602,2,template_4000_check,
d2000_3603,common_phrases,explică agent autonom,explain autonomous agent,explică agent autonom / explain autonomous agent,zP,3603,3603,2,template_4000_explain,
d2000_3604,common_phrases,rezumă agent autonom,summarize autonomous agent,rezumă agent autonom / summarize autonomous agent,zQ,3604,3604,2,template_4000_summarize,
d2000_3605,questions,cum folosesc agent autonom?,how do I use autonomous agent?,cum folosesc agent autonom? / how do I use autonomous agent?,zR,3605,3605,2,template_4000_use_question,
d2000_3606,requests,verifică agent autonom,check autonomous agent,verifică agent autonom / check autonomous agent,zS,3606,3606,2,template_4000_check,
d2000_3607,common_phrases,explică planificator,explain planner,explică planificator / explain planner,zT,3607,3607,2,template_4000_explain,
d2000_3608,common_phrases,rezumă planificator,summarize planner,rezumă planificator / summarize planner,zV,3608,3608,2,template_4000_summarize,
d2000_3609,questions,cum folosesc planificator?,how do I use planner?,cum folosesc planificator? / how do I use planner?,zW,3609,3609,2,template_4000_use_question,
d2000_3610,requests,verifică planificator,check planner,verifică planificator / check planner,zX,3610,3610,2,template_4000_check,
d2000_3611,common_phrases,explică apel de instrument,explain tool call,explică apel de instrument / explain tool call,zY,3611,3611,2,template_4000_explain,
d2000_3612,common_phrases,rezumă apel de instrument,summarize tool call,rezumă apel de instrument / summarize tool call,zZ,3612,3612,2,template_4000_summarize,
d2000_3613,questions,cum folosesc apel de instrument?,how do I use tool call?,cum folosesc apel de instrument? / how do I use tool call?,zb,3613,3613,2,template_4000_use_question,
d2000_3614,requests,verifică apel de instrument,check tool call,verifică apel de instrument / check tool call,zc,3614,3614,2,template_4000_check,
d2000_3615,common_phrases,explică schemă de instrument,explain tool schema,explică schemă de instrument / explain tool schema,zd,3615,3615,2,template_4000_explain,
d2000_3616,common_phrases,rezumă schemă de instrument,summarize tool schema,rezumă schemă de instrument / summarize tool schema,zf,3616,3616,2,template_4000_summarize,
d2000_3617,questions,cum folosesc schemă de instrument?,how do I use tool schema?,cum folosesc schemă de instrument? / how do I use tool schema?,zg,3617,3617,2,template_4000_use_question,
d2000_3618,requests,verifică schemă de instrument,check tool schema,verifică schemă de instrument / check tool schema,zh,3618,3618,2,template_4000_check,
d2000_3619,common_phrases,explică ieșire structurată,explain structured output,explică ieșire structurată / explain structured output,zj,3619,3619,2,template_4000_explain,
d2000_3620,common_phrases,rezumă ieșire structurată,summarize structured output,rezumă ieșire structurată / summarize structured output,zk,3620,3620,2,template_4000_summarize,
d2000_3621,questions,cum folosesc ieșire structurată?,how do I use structured output?,cum folosesc ieșire structurată? / how do I use structured output?,zl,3621,3621,2,template_4000_use_question,
d2000_3622,requests,verifică ieșire structurată,check structured output,verifică ieșire structurată / check structured output,zm,3622,3622,2,template_4000_check,
d2000_3623,common_phrases,explică evaluare model,explain model evaluation,explică evaluare model / explain model evaluation,zn,3623,3623,2,template_4000_explain,
d2000_3624,common_phrases,rezumă evaluare model,summarize model evaluation,rezumă evaluare model / summarize model evaluation,zp,3624,3624,2,template_4000_summarize,
d2000_3625,questions,cum folosesc evaluare model?,how do I use model evaluation?,cum folosesc evaluare model? / how do I use model evaluation?,zq,3625,3625,2,template_4000_use_question,
d2000_3626,requests,verifică evaluare model,check model evaluation,verifică evaluare model / check model evaluation,zr,3626,3626,2,template_4000_check,
d2000_3627,common_phrases,explică set de evaluare,explain evaluation set,explică set de evaluare / explain evaluation set,zs,3627,3627,2,template_4000_explain,
d2000_3628,common_phrases,rezumă set de evaluare,summarize evaluation set,rezumă set de evaluare / summarize evaluation set,zt,3628,3628,2,template_4000_summarize,
d2000_3629,questions,cum folosesc set de evaluare?,how do I use evaluation set?,cum folosesc set de evaluare? / how do I use evaluation set?,zv,3629,3629,2,template_4000_use_question,
d2000_3630,requests,verifică set de evaluare,check evaluation set,verifică set de evaluare / check evaluation set,zw,3630,3630,2,template_4000_check,
d2000_3631,common_phrases,explică scor de calitate,explain quality score,explică scor de calitate / explain quality score,zx,3631,3631,2,template_4000_explain,
d2000_3632,common_phrases,rezumă scor de calitate,summarize quality score,rezumă scor de calitate / summarize quality score,zy,3632,3632,2,template_4000_summarize,
d2000_3633,questions,cum folosesc scor de calitate?,how do I use quality score?,cum folosesc scor de calitate? / how do I use quality score?,zz,3633,3633,2,template_4000_use_question,
d2000_3634,requests,verifică scor de calitate,check quality score,verifică scor de calitate / check quality score,z!,3634,3634,2,template_4000_check,
d2000_3635,common_phrases,explică alucinație detectată,explain detected hallucination,explică alucinație detectată / explain detected hallucination,z#,3635,3635,2,template_4000_explain,
d2000_3636,common_phrases,rezumă alucinație detectată,summarize detected hallucination,rezumă alucinație detectată / summarize detected hallucination,z$,3636,3636,2,template_4000_summarize,
d2000_3637,questions,cum folosesc alucinație detectată?,how do I use detected hallucination?,cum folosesc alucinație detectată? / how do I use detected hallucination?,z%,3637,3637,2,template_4000_use_question,
d2000_3638,requests,verifică alucinație detectată,check detected hallucination,verifică alucinație detectată / check detected hallucination,z&,3638,3638,2,template_4000_check,
d2000_3639,common_phrases,explică politică de siguranță,explain safety policy,explică politică de siguranță / explain safety policy,z*,3639,3639,2,template_4000_explain,
d2000_3640,common_phrases,rezumă politică de siguranță,summarize safety policy,rezumă politică de siguranță / summarize safety policy,z+,3640,3640,2,template_4000_summarize,
d2000_3641,questions,cum folosesc politică de siguranță?,how do I use safety policy?,cum folosesc politică de siguranță? / how do I use safety policy?,z.,3641,3641,2,template_4000_use_question,
d2000_3642,requests,verifică politică de siguranță,check safety policy,verifică politică de siguranță / check safety policy,z/,3642,3642,2,template_4000_check,
d2000_3643,common_phrases,explică filtru de conținut,explain content filter,explică filtru de conținut / explain content filter,z:,3643,3643,2,template_4000_explain,
d2000_3644,common_phrases,rezumă filtru de conținut,summarize content filter,rezumă filtru de conținut / summarize content filter,z;,3644,3644,2,template_4000_summarize,
d2000_3645,questions,cum folosesc filtru de conținut?,how do I use content filter?,cum folosesc filtru de conținut? / how do I use content filter?,z=,3645,3645,2,template_4000_use_question,
d2000_3646,requests,verifică filtru de conținut,check content filter,verifică filtru de conținut / check content filter,z?,3646,3646,2,template_4000_check,
d2000_3647,common_phrases,explică aliniere,explain alignment,explică aliniere / explain alignment,z@,3647,3647,2,template_4000_explain,
d2000_3648,common_phrases,rezumă aliniere,summarize alignment,rezumă aliniere / summarize alignment,z^,3648,3648,2,template_4000_summarize,
d2000_3649,questions,cum folosesc aliniere?,how do I use alignment?,cum folosesc aliniere? / how do I use alignment?,z_,3649,3649,2,template_4000_use_question,
d2000_3650,requests,verifică aliniere,check alignment,verifică aliniere / check alignment,z~,3650,3650,2,template_4000_check,
d2000_3651,common_phrases,explică reglaj fin,explain fine tuning,explică reglaj fin / explain fine tuning,!0,3651,3651,2,template_4000_explain,
d2000_3652,common_phrases,rezumă reglaj fin,summarize fine tuning,rezumă reglaj fin / summarize fine tuning,!1,3652,3652,2,template_4000_summarize,
d2000_3653,questions,cum folosesc reglaj fin?,how do I use fine tuning?,cum folosesc reglaj fin? / how do I use fine tuning?,!2,3653,3653,2,template_4000_use_question,
d2000_3654,requests,verifică reglaj fin,check fine tuning,verifică reglaj fin / check fine tuning,!3,3654,3654,2,template_4000_check,
d2000_3655,common_phrases,explică distilare,explain distillation,explică distilare / explain distillation,!4,3655,3655,2,template_4000_explain,
